훈련과정 ID,회차,만족도(5점),대표값출처,수강인원,평가인원,평가참여율,추천인원,추천응답인원,전반적 만족도,경력개발지원,과제 및 피드백,교강사,프로젝트 학습,훈련과정 편성 및 운영,훈련과정 현장지향성,훈련환경 및 장비,개인성과,과정성과,훈련과정 실무연계성,평가 및 피드백
AIG20240000498101,3,4.1,전반적 만족도,25,14,56,12,14,4.1,4.0,,4.6,,4.2,4.2,4.2,4.07,3.8,5.0,4.3
AIG20240000498101,4,3.7,전반적 만족도,11,9,81.8,7,9,3.7,3.6,,3.8,,3.6,3.9,3.8,3.7,2.9,3.6,3.7
AIG20240000498101,5,4.3,전반적 만족도,19,13,68.4,11,13,4.3,4.1,,4.9,,4.2,4.4,4.3,4.23,3.8,4.3,4.5
AIG20240000498102,1,4.8,전반적 만족도,13,8,61.5,8,8,4.8,4.9,,4.7,,4.6,4.7,4.6,4.33,4.6,,4.5
AIG20240000498102,2,4.7,전반적 만족도,19,13,68.4,12,13,4.7,4.8,,5.0,,4.7,4.8,5.0,4.7,4.7,5.0,4.9
AIG20240000498103,1,4.2,전반적 만족도,15,7,46.7,7,7,4.2,4.2,,4.4,,4.2,4.4,4.1,3.93,3.8,,4.1
AIG20240000498103,2,4.6,전반적 만족도,14,6,42.9,6,6,4.6,4.5,,4.4,,4.6,5.0,4.4,4.6,4.3,4.0,4.6
AIG20240000498104,1,5.0,전반적 만족도,13,13,100,13,13,5.0,5.0,,5.0,,5.0,5.0,5.0,4.93,5.0,5.0,5.0
AIG20240000498104,2,4.9,전반적 만족도,14,14,100,14,14,4.9,4.8,,4.9,,4.8,4.9,4.4,4.77,4.8,,4.9
AIG20240000498104,3,4.3,전반적 만족도,20,15,75,14,15,4.3,4.6,,4.5,,4.5,4.5,4.7,4.43,4.3,5.0,4.6
AIG20240000498106,1,4.6,전반적 만족도,17,17,100,15,17,4.6,4.8,,4.8,,4.7,4.7,4.8,4.63,4.6,,4.8
AIG20240000498106,2,4.8,전반적 만족도,11,9,81.8,9,9,4.8,4.8,,4.8,,4.8,4.8,4.8,4.77,4.8,,4.8
AIG20240000498106,3,4.5,전반적 만족도,13,10,76.9,8,10,4.5,4.2,,4.7,,4.6,4.5,4.9,4.2,4.2,5.0,4.6
AIG20240000498106,4,4.4,전반적 만족도,8,7,87.5,7,7,4.4,4.7,,4.7,,4.6,4.9,4.8,4.7,4.6,,4.7
AIG20240000498106,5,5.0,전반적 만족도,6,6,100,6,6,5.0,5.0,,5.0,,5.0,5.0,5.0,4.97,4.9,5.0,4.9
AIG20240000498106,8,5.0,전반적 만족도,4,4,100,3,4,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AIG20240000498107,1,4.5,전반적 만족도,22,14,63.6,13,14,4.5,4.2,,4.5,,4.3,4.6,4.3,4.47,4.4,,4.5
AIG20240000498107,2,3.5,전반적 만족도,25,20,80,15,20,3.5,3.4,,3.1,,3.2,3.5,3.4,3.3,3.3,3.3,3.3
AIG20240000498108,1,3.8,전반적 만족도,12,8,66.7,5,8,3.8,3.9,,4.5,,4.1,4.2,4.1,3.83,3.8,,4.5
AIG20240000498108,2,3.6,전반적 만족도,29,19,65.5,8,19,3.6,3.8,,3.4,,3.3,3.5,3.4,3.33,3.2,4.6,3.2
AIG20240000498108,3,4.5,전반적 만족도,25,22,88,21,22,4.5,4.3,,4.6,,4.4,4.5,3.9,4.27,4.4,5.0,4.5
AIG20240000498108,4,4.5,전반적 만족도,28,20,71.4,17,20,4.5,4.5,,4.7,,4.5,4.5,4.2,4.17,4.3,4.3,4.6
AIG20240000498108,5,4.5,전반적 만족도,27,16,59.3,14,16,4.5,4.4,,4.6,,4.6,4.7,4.2,4.3,4.3,3.6,4.5
AIG20240000498108,6,4.6,전반적 만족도,17,12,70.6,10,12,4.6,4.2,,5.0,,4.6,4.8,4.5,4.33,4.5,4.5,4.8
AIG20240000498108,7,4.6,전반적 만족도,10,8,80,8,8,4.6,4.6,,4.6,,4.6,4.6,4.3,4.33,4.5,,4.6
AIG20240000498108,8,4.5,전반적 만족도,26,19,73.1,18,19,4.5,4.1,,4.7,,4.5,4.4,4.3,4.17,4.5,,4.4
AIG20240000498108,9,3.9,전반적 만족도,25,14,56,11,14,3.9,3.9,,4.3,,4.0,4.0,3.9,3.4,3.8,5.0,4.2
AIG20240000498108,10,4.5,전반적 만족도,24,19,79.2,18,19,4.5,4.3,,4.8,,4.7,4.7,4.6,4.6,4.7,3.8,4.7
AIG20240000498108,11,2.0,전반적 만족도,16,6,37.5,1,6,2.0,3.2,,3.7,,2.3,2.9,1.8,2.07,1.8,1.4,3.5
AIG20240000498108,12,2.5,전반적 만족도,15,6,40,4,6,2.5,3.3,,3.5,,2.9,3.6,3.8,2.67,3.0,1.4,3.4
AIG20240000498108,13,4.3,전반적 만족도,18,13,72.2,12,13,4.3,4.3,,4.5,,4.1,4.8,4.3,4.33,4.3,2.9,4.3
AIG20240000498115,1,4.6,전반적 만족도,11,9,81.8,8,9,4.6,4.4,,4.4,,4.6,4.6,4.3,4.5,4.4,5.0,4.6
AIG20240000498115,2,4.1,전반적 만족도,22,21,95.5,19,21,4.1,4.0,,4.4,,4.3,4.4,4.2,4.13,4.0,3.6,4.2
AIG20240000498115,3,3.7,전반적 만족도,30,17,56.7,12,17,3.7,3.9,,4.0,,3.8,4.0,3.8,3.73,3.4,2.9,3.7
AIG20240000498115,4,4.0,전반적 만족도,33,19,57.6,15,19,4.0,3.8,,4.0,,4.0,4.3,4.0,3.9,3.8,3.2,4.1
AIG20240000498115,5,4.2,전반적 만족도,42,28,66.7,21,28,4.2,3.9,,4.2,,4.0,4.1,3.9,3.97,3.7,4.6,4.0
AIG20240000498115,6,4.2,전반적 만족도,42,28,66.7,25,28,4.2,4.2,,4.3,,4.2,4.3,4.2,4.17,4.3,3.9,4.3
AIG20240000498115,7,4.3,전반적 만족도,25,20,80,17,20,4.3,4.1,,4.3,,4.2,4.3,4.4,4.2,4.1,4.6,4.3
AIG20240000498115,8,4.6,전반적 만족도,22,15,68.2,14,15,4.6,4.3,,4.8,,4.6,4.8,4.6,4.43,4.8,3.9,4.6
AIG20240000498115,9,4.2,전반적 만족도,26,19,73.1,18,19,4.2,4.2,,4.1,,4.2,4.3,4.2,4.03,4.2,3.8,4.2
AIG20240000498115,10,4.4,전반적 만족도,31,24,77.4,22,24,4.4,4.2,,4.4,,4.4,4.4,4.5,4.2,4.1,3.9,4.4
AIG20240000498119,1,5.0,전반적 만족도,12,8,66.7,8,8,5.0,4.7,,5.0,,5.0,5.0,5.0,4.63,4.9,,4.8
AIG20240000498119,2,4.8,전반적 만족도,14,10,71.4,10,10,4.8,4.6,,4.9,,4.9,4.8,4.9,4.53,4.7,5.0,4.7
AIG20240000498119,3,4.6,전반적 만족도,18,16,88.9,16,16,4.6,4.6,,4.9,,4.5,4.8,4.6,4.47,4.5,,4.7
AIG20240000498123,1,4.7,전반적 만족도,13,12,92.3,12,12,4.7,4.4,,4.8,,4.5,4.8,4.7,4.4,4.7,,4.7
AIG20240000498123,2,3.6,전반적 만족도,25,15,60,8,15,3.6,3.7,,3.2,,3.5,3.5,3.8,3.37,3.0,,3.2
AIG20240000498123,3,4.5,전반적 만족도,29,27,93.1,26,27,4.5,4.2,,4.6,,4.4,4.5,4.4,4.17,4.3,4.6,4.2
AIG20240000498123,4,4.6,전반적 만족도,30,23,76.7,22,23,4.6,4.5,,4.8,,4.6,4.6,4.6,4.53,4.7,5.0,4.6
AIG20240000498123,5,4.9,전반적 만족도,18,13,72.2,12,13,4.9,4.5,,4.9,,4.8,4.9,4.9,4.6,4.6,,4.7
AIG20240000498123,6,4.2,전반적 만족도,20,10,50,9,10,4.2,4.0,,4.5,,4.2,4.1,4.4,4.03,4.0,,4.2
AIG20240000498123,7,4.6,전반적 만족도,27,23,85.2,19,23,4.6,4.3,,4.7,,4.6,4.6,4.7,4.33,4.3,4.8,4.5
AIG20240000498123,8,4.6,전반적 만족도,24,23,95.8,22,23,4.6,4.3,,4.8,,4.6,4.7,4.5,4.43,4.6,,4.6
AIG20240000498126,1,4.4,전반적 만족도,14,9,64.3,9,9,4.4,4.4,,4.6,,4.5,4.3,4.1,4.37,4.3,,4.5
AIG20240000498126,2,4.6,전반적 만족도,14,14,100,13,14,4.6,4.5,,4.8,,4.7,4.7,4.6,4.33,4.7,4.3,4.7
AIG20240000498126,3,4.7,전반적 만족도,11,5,45.5,5,5,4.7,4.7,,4.9,,4.5,4.7,4.6,4.03,4.4,,4.4
AIG20240000498126,4,3.7,전반적 만족도,7,6,85.7,6,6,3.7,3.7,,3.9,,3.8,3.6,3.6,3.67,3.8,,3.8
AIG20240000498126,5,4.9,전반적 만족도,16,12,75,12,12,4.9,4.9,,4.9,,4.8,4.8,4.7,4.9,5.0,5.0,4.8
AIG20240000498126,6,4.9,전반적 만족도,6,5,83.3,5,5,4.9,4.7,,5.0,,5.0,4.9,5.0,4.73,4.7,,5.0
AIG20240000498127,1,3.9,전반적 만족도,14,9,64.3,8,9,3.9,3.8,,4.5,,3.9,4.0,4.0,3.87,4.0,,4.2
AIG20240000498127,2,4.7,전반적 만족도,12,7,58.3,7,7,4.7,4.7,,4.7,,4.7,4.7,4.7,4.53,4.7,,4.7
AIG20240000498127,3,4.7,전반적 만족도,9,5,55.6,5,5,4.7,4.6,,4.7,,4.6,5.0,4.6,4.73,4.6,4.3,4.7
AIG20240000498128,1,5.0,전반적 만족도,16,10,62.5,10,10,5.0,4.8,,5.0,,4.9,5.0,4.9,4.77,5.0,2.9,4.9
AIG20240000498128,2,2.6,전반적 만족도,25,10,40,4,10,2.6,2.4,,3.5,,2.8,3.1,3.0,2.83,2.8,2.1,3.5
AIG20240000498128,3,1.9,전반적 만족도,17,7,41.2,2,7,1.9,2.4,,1.8,,1.8,2.4,2.5,1.97,1.8,,2.1
AIG20240000498128,4,3.5,전반적 만족도,11,11,100,7,11,3.5,3.6,,3.7,,3.6,4.1,3.7,3.8,3.6,0.7,3.6
AIG20240000498128,5,4.5,전반적 만족도,10,7,70,6,7,4.5,3.5,,4.7,,4.7,4.4,3.9,4.13,4.1,,4.8
AIG20240000498130,1,4.5,전반적 만족도,17,11,64.7,9,11,4.5,4.4,,4.7,,4.4,4.6,4.5,4.53,4.5,3.9,4.4
AIG20240000498130,2,4.2,전반적 만족도,16,16,100,13,16,4.2,3.9,,4.5,,4.1,4.2,4.3,4.07,4.1,,4.2
AIG20240000498130,3,4.7,전반적 만족도,8,7,87.5,7,7,4.7,4.3,,4.9,,4.6,4.8,4.5,4.33,4.0,5.0,4.4
AIG20240000498130,4,4.4,전반적 만족도,37,27,73,23,27,4.4,4.2,,4.5,,4.4,4.4,4.4,3.97,4.1,5.0,4.3
AIG20240000498130,5,4.9,전반적 만족도,12,8,66.7,8,8,4.9,4.8,,5.0,,4.8,4.9,4.8,4.57,4.8,5.0,4.8
AIG20240000498130,6,4.5,전반적 만족도,29,18,62.1,18,18,4.5,4.3,,4.8,,4.6,4.6,4.6,4.37,4.4,,4.5
AIG20240000498130,7,4.4,전반적 만족도,26,13,50,10,13,4.4,4.2,,4.8,,4.6,4.9,4.7,4.27,4.5,3.9,4.7
AIG20240000498141,1,4.8,전반적 만족도,20,14,70,14,14,4.8,4.9,,4.9,,4.8,4.9,5.0,4.63,4.6,,4.9
AIG20240000498141,2,4.7,전반적 만족도,11,10,90.9,10,10,4.7,4.7,,4.8,,4.7,4.7,4.7,4.7,4.7,5.0,4.7
AIG20240000498141,3,4.4,전반적 만족도,24,19,79.2,17,19,4.4,4.3,,4.5,,4.3,4.3,4.3,4.3,4.2,4.3,4.2
AIG20240000498142,1,4.1,전반적 만족도,56,48,85.7,41,48,4.1,4.2,,4.5,,4.2,4.4,4.3,4.17,4.1,4.6,4.3
AIG20240000498142,2,4.2,전반적 만족도,36,25,69.4,23,25,4.2,4.2,,4.6,,4.3,4.4,4.5,4.33,4.2,2.9,4.2
AIG20240000498142,3,4.6,전반적 만족도,24,24,100,23,24,4.6,4.5,,4.8,,4.7,4.6,4.6,4.5,4.4,5.0,4.5
AIG20240000498142,4,4.8,전반적 만족도,16,11,68.8,11,11,4.8,4.5,,4.9,,4.7,4.9,4.8,4.77,4.5,4.3,4.7
AIG20240000498142,5,4.5,전반적 만족도,45,39,86.7,38,39,4.5,4.4,,4.6,,4.5,4.6,4.5,4.47,4.5,4.3,4.5
AIG20240000498142,6,4.5,전반적 만족도,17,13,76.5,11,13,4.5,4.6,,4.7,,4.6,4.4,4.8,4.43,4.5,5.0,4.8
AIG20240000498142,7,4.4,전반적 만족도,18,16,88.9,14,16,4.4,4.2,,4.9,,4.7,4.8,4.6,4.4,4.7,,4.7
AIG20240000498142,8,4.6,전반적 만족도,10,10,100,10,10,4.6,4.0,,4.5,,4.5,4.6,4.4,4.47,4.3,,4.5
AIG20240000498142,9,3.9,전반적 만족도,29,18,62.1,14,18,3.9,3.9,,4.3,,3.9,4.2,4.1,3.77,3.6,2.9,4.2
AIG20240000498142,10,4.3,전반적 만족도,37,27,73,25,27,4.3,4.4,,4.9,,4.5,4.7,4.6,4.3,4.4,4.6,4.5
AIG20240000498142,11,4.2,전반적 만족도,24,9,37.5,6,9,4.2,4.1,,4.6,,4.4,4.5,4.1,4.27,4.2,5.0,4.6
AIG20240000498146,1,3.5,전반적 만족도,20,14,70,10,14,3.5,2.9,,3.5,,3.5,3.7,3.4,3.8,3.6,5.0,3.6
AIG20240000498148,1,4.6,전반적 만족도,10,8,80,8,8,4.6,4.8,,4.6,,4.7,4.7,4.7,4.67,4.6,5.0,4.6
AIG20240000498148,2,4.5,전반적 만족도,5,4,80,3,4,4.5,4.3,,4.5,,4.3,5.0,4.2,4.53,4.1,1.4,4.5
AIG20240000498149,1,3.8,전반적 만족도,17,12,70.6,8,12,3.8,4.2,,4.4,,3.5,4.1,3.8,4.03,3.9,,4.2
AIG20240000498149,2,4.2,전반적 만족도,16,8,50,7,8,4.2,3.9,,4.2,,4.0,4.1,4.2,4.0,3.8,,4.4
AIG20240000498149,3,4.1,전반적 만족도,16,11,68.8,10,11,4.1,3.9,,4.4,,4.1,4.3,4.2,3.97,4.0,,4.3
AIG20240000498151,1,4.4,전반적 만족도,21,15,71.4,14,15,4.4,4.5,,4.9,,4.6,4.7,4.7,4.23,4.4,,4.7
AIG20240000498151,2,3.6,전반적 만족도,30,15,50,9,15,3.6,4.1,,3.4,,3.7,4.0,4.0,3.57,3.4,,3.6
AIG20240000498151,3,4.0,전반적 만족도,26,18,69.2,14,18,4.0,3.8,,4.6,,4.2,4.2,3.8,3.93,4.0,3.6,4.5
AIG20240000498151,4,4.6,전반적 만족도,27,24,88.9,24,24,4.6,4.5,,4.7,,4.6,4.5,4.7,4.43,4.6,4.6,4.7
AIG20240000498151,5,4.9,전반적 만족도,25,22,88,21,22,4.9,4.8,,4.9,,4.9,5.0,4.8,4.8,4.8,3.9,4.8
AIG20240000498156,1,3.7,전반적 만족도,53,44,83,35,44,3.7,3.8,,4.1,,3.7,3.9,3.9,3.83,3.6,5.0,3.8
AIG20240000498156,2,4.2,전반적 만족도,68,37,54.4,33,37,4.2,4.2,,4.6,,4.3,4.2,4.3,4.13,4.0,4.6,4.4
AIG20240000498156,3,4.2,전반적 만족도,40,30,75,23,30,4.2,4.1,,4.3,,4.0,4.2,4.3,4.03,3.7,4.3,4.2
AIG20240000498156,4,4.6,전반적 만족도,28,21,75,20,21,4.6,4.6,,4.7,,4.6,4.6,4.6,4.5,4.4,5.0,4.7
AIG20240000498156,5,4.5,전반적 만족도,48,38,79.2,37,38,4.5,4.3,,4.5,,4.5,4.6,4.5,4.33,4.3,4.9,4.4
AIG20240000498156,6,4.3,전반적 만족도,67,56,83.6,51,56,4.3,4.2,,4.6,,4.4,4.4,4.5,4.33,4.1,4.6,4.5
AIG20240000498158,1,4.1,전반적 만족도,85,64,75.3,56,64,4.1,4.3,,4.2,,4.0,4.2,4.2,3.97,3.9,2.9,4.0
AIG20240000498158,2,4.3,전반적 만족도,100,79,79,73,79,4.3,4.4,,4.6,,4.4,4.5,4.6,4.4,4.4,4.1,4.5
AIG20240000498158,3,4.4,전반적 만족도,76,67,88.2,60,67,4.4,4.3,,4.5,,4.4,4.4,4.5,4.17,4.1,4.8,4.4
AIG20240000498158,4,4.3,전반적 만족도,39,31,79.5,25,31,4.3,4.3,,4.4,,4.3,4.4,4.4,4.23,4.0,4.3,4.4
AIG20240000498158,5,4.4,전반적 만족도,85,65,76.5,61,65,4.4,4.4,,4.6,,4.4,4.5,4.5,4.17,4.2,4.3,4.5
AIG20240000498158,6,4.5,전반적 만족도,18,14,77.8,14,14,4.5,4.4,,4.6,,4.3,4.5,4.5,3.93,4.2,,4.4
AIG20240000498158,7,4.5,전반적 만족도,72,61,84.7,58,61,4.5,4.3,,4.7,,4.5,4.5,4.3,4.23,4.4,4.2,4.5
AIG20240000498159,1,4.6,전반적 만족도,49,43,87.8,39,43,4.6,4.6,,4.6,,4.6,4.5,4.6,4.43,4.3,3.9,4.6
AIG20240000498159,2,4.7,전반적 만족도,39,26,66.7,26,26,4.7,4.7,,4.8,,4.7,4.8,4.8,4.53,4.5,,4.8
AIG20240000498159,3,4.7,전반적 만족도,13,13,100,12,13,4.7,4.7,,4.9,,4.7,4.6,4.6,4.6,4.3,5.0,4.8
AIG20240000498159,4,4.9,전반적 만족도,32,29,90.6,29,29,4.9,4.8,,4.9,,4.8,4.9,4.8,4.67,4.7,4.3,4.9
AIG20240000498159,5,4.7,전반적 만족도,49,46,93.9,45,46,4.7,4.8,,4.8,,4.8,4.7,4.8,4.63,4.6,3.6,4.8
AIG20240000498160,1,4.9,전반적 만족도,18,14,77.8,14,14,4.9,4.8,,4.9,,4.9,4.9,4.8,4.83,4.9,,4.9
AIG20240000498160,2,5.0,전반적 만족도,8,6,75,6,6,5.0,4.9,,4.9,,4.9,5.0,4.8,4.93,5.0,,4.9
AIG20240000498160,3,4.2,전반적 만족도,15,11,73.3,8,11,4.2,4.2,,4.6,,4.1,4.5,4.4,4.0,4.1,,4.5
AIG20240000498160,4,5.0,전반적 만족도,12,5,41.7,5,5,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0
AIG20240000498167,1,4.3,전반적 만족도,12,10,83.3,9,10,4.3,4.2,,4.3,,4.1,4.3,4.5,4.17,4.1,4.3,4.1
AIG20240000498172,1,4.3,전반적 만족도,22,19,86.4,16,19,4.3,4.4,,4.5,,4.3,4.4,4.4,4.17,4.4,4.6,4.3
AIG20240000498172,2,4.7,전반적 만족도,9,8,88.9,8,8,4.7,4.9,,4.9,,4.9,4.9,4.9,4.6,4.7,5.0,4.8
AIG20240000498172,3,4.7,전반적 만족도,10,9,90,9,9,4.7,4.4,,4.7,,4.8,4.7,4.9,4.43,4.4,,4.6
AIG20240000498172,5,4.9,전반적 만족도,7,7,100,7,7,4.9,4.9,,4.8,,4.8,4.9,4.8,4.83,4.9,5.0,4.9
AIG20240000498172,6,4.8,전반적 만족도,8,7,87.5,7,7,4.8,4.3,,4.8,,4.6,4.8,4.9,4.33,4.6,4.3,4.8
AIG20240000498172,7,5.0,전반적 만족도,6,5,83.3,5,5,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AIG20240000498178,1,4.7,전반적 만족도,46,36,78.3,35,36,4.7,4.7,,4.9,,4.6,4.7,4.8,4.67,4.7,5.0,4.7
AIG20240000498178,2,4.8,전반적 만족도,53,47,88.7,46,47,4.8,4.5,,4.8,,4.7,4.8,4.8,4.7,4.8,4.6,4.6
AIG20240000498178,3,4.1,전반적 만족도,50,44,88,41,44,4.1,3.8,,4.0,,4.1,4.2,3.8,4.17,4.0,4.7,3.6
AIG20240000498178,4,4.7,전반적 만족도,54,50,92.6,48,50,4.7,4.7,,4.8,,4.7,4.7,4.8,4.7,4.7,4.4,4.7
AIG20240000498180,1,2.7,전반적 만족도,15,12,80,4,12,2.7,3.4,,3.2,,3.0,2.7,3.3,2.67,2.5,5.0,2.8
AIG20240000498180,2,4.7,전반적 만족도,16,11,68.8,11,11,4.7,4.2,,4.8,,4.6,4.6,4.1,4.4,4.5,5.0,4.6
AIG20240000498182,1,5.0,전반적 만족도,20,19,95,18,19,5.0,4.9,,5.0,,5.0,5.0,5.0,4.87,4.9,5.0,5.0
AIG20240000498182,2,5.0,전반적 만족도,20,12,60,12,12,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0
AIG20240000498182,3,5.0,전반적 만족도,17,12,70.6,12,12,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AIG20240000498182,4,5.0,전반적 만족도,18,15,83.3,15,15,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AIG20240000498182,5,4.9,전반적 만족도,13,11,84.6,11,11,4.9,4.9,,4.9,,5.0,5.0,4.8,4.87,4.9,4.3,4.9
AIG20240000498183,1,5.0,전반적 만족도,4,3,75,3,3,5.0,5.0,,5.0,,4.6,3.8,5.0,5.0,5.0,,5.0
AIG20240000498183,2,4.9,전반적 만족도,20,7,35,7,7,4.9,4.8,,4.9,,4.8,4.9,4.9,4.83,5.0,,4.8
AIG20240000498183,3,5.0,전반적 만족도,8,6,75,6,6,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0
AIG20240000498183,4,4.3,전반적 만족도,13,10,76.9,10,10,4.3,4.5,,4.3,,4.3,4.3,4.3,4.23,4.2,4.3,4.5
AIG20240000498184,1,4.7,전반적 만족도,30,28,93.3,27,28,4.7,4.7,,4.9,,4.7,4.8,4.6,4.47,4.9,5.0,4.7
AIG20240000498184,2,4.2,전반적 만족도,32,29,90.6,27,29,4.2,4.0,,3.6,,4.1,4.3,4.6,4.07,4.0,4.3,3.9
AIG20240000498184,3,4.2,전반적 만족도,24,21,87.5,18,21,4.2,4.1,,4.5,,4.2,4.4,4.4,4.33,4.2,5.0,4.3
AIG20240000498184,4,4.8,전반적 만족도,28,28,100,28,28,4.8,4.9,,4.9,,4.8,4.9,4.8,4.87,4.8,,4.8
AIG20240000498184,5,3.9,전반적 만족도,24,19,79.2,18,19,3.9,3.4,,4.6,,4.0,3.9,4.5,3.77,3.8,5.0,3.9
AIG20240000498184,6,4.0,전반적 만족도,24,24,100,21,24,4.0,4.0,,4.3,,4.1,4.2,4.4,4.13,4.3,3.4,4.2
AIG20240000498184,7,4.3,전반적 만족도,23,14,60.9,11,14,4.3,4.2,,4.5,,4.3,4.4,4.4,3.97,4.2,,4.5
AIG20240000498185,1,3.7,전반적 만족도,20,12,60,9,12,3.7,3.3,,4.5,,3.9,3.7,3.3,3.3,3.5,5.0,4.1
AIG20240000498185,2,4.0,전반적 만족도,19,9,47.4,9,9,4.0,3.5,,4.3,,4.1,4.2,3.5,3.67,4.2,4.3,4.2
AIG20240000498185,3,4.5,전반적 만족도,19,12,63.2,12,12,4.5,4.2,,4.6,,4.4,4.6,4.0,4.33,4.2,4.8,4.5
AIG20240000498185,4,4.4,전반적 만족도,25,21,84,20,21,4.4,3.8,,4.5,,4.2,4.3,3.4,4.17,4.3,,4.4
AIG20240000498185,5,3.6,전반적 만족도,24,18,75,12,18,3.6,3.5,,4.5,,3.9,3.8,2.7,3.6,3.3,4.8,4.3
AIG20240000498185,6,3.7,전반적 만족도,25,16,64,13,16,3.7,3.5,,4.5,,4.0,3.9,3.6,3.9,3.7,4.3,4.3
AIG20240000498190,1,4.5,전반적 만족도,8,7,87.5,5,7,4.5,4.5,,4.5,,4.5,4.3,4.9,4.2,4.5,5.0,4.6
AIG20240000498192,1,4.8,전반적 만족도,12,9,75,9,9,4.8,4.9,,4.9,,4.9,4.9,4.9,4.77,4.9,5.0,4.9
AIG20240000498198,1,4.8,전반적 만족도,12,9,75,9,9,4.8,4.7,,4.8,,4.5,4.7,4.1,4.5,4.5,,4.7
AIG20240000498198,2,3.8,전반적 만족도,11,3,27.3,2,3,3.8,4.0,,4.0,,3.9,4.0,3.6,3.57,3.8,,4.0
AIG20240000498198,3,3.3,전반적 만족도,13,3,23.1,1,3,3.3,3.3,,3.7,,3.6,4.3,2.5,3.33,2.9,2.9,3.9
AIG20240000498204,1,4.4,전반적 만족도,31,23,74.2,21,23,4.4,4.1,,4.6,,4.2,4.4,4.1,4.37,4.2,,4.4
AIG20240000498204,2,4.7,전반적 만족도,24,22,91.7,22,22,4.7,4.7,,4.7,,4.6,4.7,4.8,4.67,4.8,4.6,4.7
AIG20240000498204,3,4.3,전반적 만족도,20,18,90,18,18,4.3,4.4,,4.7,,4.4,4.6,4.7,4.47,4.5,5.0,4.3
AIG20240000498204,4,4.8,전반적 만족도,22,20,90.9,20,20,4.8,4.6,,4.6,,4.6,4.7,4.8,4.6,4.6,5.0,4.6
AIG20240000498204,5,4.9,전반적 만족도,17,15,88.2,15,15,4.9,4.7,,5.0,,4.8,4.8,4.7,4.7,4.8,5.0,4.8
AIG20240000498205,1,3.6,전반적 만족도,20,14,70,9,14,3.6,3.7,,4.0,,3.4,3.5,3.9,3.57,3.2,,3.6
AIG20240000498205,2,4.6,전반적 만족도,27,24,88.9,22,24,4.6,4.6,,4.8,,4.6,4.6,4.7,4.53,4.6,5.0,4.6
AIG20240000498205,3,4.1,전반적 만족도,27,20,74.1,17,20,4.1,3.8,,4.1,,3.9,4.5,4.6,4.2,4.0,4.1,3.8
AIG20240000498205,4,4.5,전반적 만족도,25,22,88,19,22,4.5,4.4,,4.7,,4.5,4.7,4.8,4.43,4.5,4.3,4.7
AIG20240000498205,5,4.3,전반적 만족도,21,18,85.7,15,18,4.3,4.4,,3.9,,4.1,4.8,4.8,4.33,4.2,2.9,4.1
AIG20240000498209,1,4.3,전반적 만족도,20,18,90,15,18,4.3,4.3,,4.7,,4.2,4.3,4.1,4.2,4.3,5.0,4.3
AIG20240000498209,2,4.7,전반적 만족도,19,18,94.7,18,18,4.7,4.7,,4.7,,4.7,4.8,4.8,4.5,4.7,5.0,4.7
AIG20240000498209,3,4.8,전반적 만족도,20,18,90,18,18,4.8,4.6,,4.8,,4.7,4.7,3.9,4.67,4.7,5.0,4.7
AIG20240000498209,4,3.0,전반적 만족도,15,12,80,6,12,3.0,2.8,,3.4,,3.4,3.5,3.1,3.13,2.9,,3.1
AIG20240000498209,5,4.1,전반적 만족도,14,13,92.9,13,13,4.1,4.2,,4.5,,4.2,4.2,4.1,4.17,4.3,2.9,4.3
AIG20240000498211,1,4.4,전반적 만족도,30,24,80,22,24,4.4,4.4,,4.7,,4.5,4.5,4.7,4.43,4.4,4.3,4.3
AIG20240000498211,2,4.5,전반적 만족도,30,29,96.7,29,29,4.5,4.1,,4.2,,4.3,4.6,4.5,4.47,4.5,5.0,4.2
AIG20240000498211,3,4.9,전반적 만족도,30,24,80,24,24,4.9,4.9,,4.9,,4.8,4.9,5.0,4.97,4.9,,4.6
AIG20240000498213,1,5.0,전반적 만족도,8,3,37.5,3,3,5.0,5.0,,4.8,,4.8,5.0,5.0,5.0,4.5,5.0,5.0
AIG20240000498213,2,4.6,전반적 만족도,18,10,55.6,10,10,4.6,4.6,,4.7,,4.6,4.6,4.6,4.7,4.7,,4.7
AIG20240000498213,3,4.8,전반적 만족도,13,10,76.9,10,10,4.8,4.7,,4.9,,4.9,5.0,4.8,4.73,4.8,5.0,4.9
AIG20240000498213,4,4.6,전반적 만족도,8,5,62.5,5,5,4.6,4.6,,4.6,,4.6,4.6,4.6,4.6,4.6,,4.6
AIG20240000498223,1,4.9,전반적 만족도,13,8,61.5,8,8,4.9,4.8,,4.9,,4.8,4.9,4.2,4.9,4.7,,4.9
