훈련과정 ID,회차
AIG20220000409277,6
AIG20230000455714,3
AIG20230000455704,5
AIG20240000459397,2
AIG20240000459287,1
AIG20240000459083,2
AIG20220000409416,7
AIG20210000328770,5
AIG20230000412649,4
AIG20230000412740,5
AIG20230000455720,7
AIG20240000459389,3
AIG20230000455718,7
AIG20230000412735,7
AIG20200000286660,27
AIG20240000459214,1
AIG20220000409420,10
AIG20240000459434,4
AIG20230000455612,3
AIG20230000455640,6
AIG20230000412780,2
AIG20220000366748,15
AIG20230000412786,5
AIG20240000459434,3
AIG20230000455611,3
AIG20230000412839,5
AIG20220000366785,23
AIG20220000366700,15
AIG20210000328737,13
AIG20220000366787,16
AIG20220000409285,9
AIG20200000286683,10
AIG20240000459011,1
AIG20230000455602,8
AIG20220000366896,17
AIG20230000412804,5
AIG20220000366739,7
AIG20230000455744,4
AIG20240000459167,2
AIG20230000412697,4
AIG20240000459390,3
AIG20240000459391,3
AIG20220000366799,15
AIG20230000412667,6
AIG20220000409304,8
AIG20240000459083,3
AIG20230000412674,4
AIG20210000329027,35
AIG20240000459306,2
AIG20230000455581,4
AIG20220000412369,5
AIG20230000455753,4
AIG20210000329027,34
AIG20230000412705,6
AIG20230000455630,4
AIG20210000365837,11
AIG20210000329027,36
AIG20230000412868,4
AIG20240000459290,1
AIG20240000459091,2
AIG20220000409391,7
AIG20230000412649,5
AIG20200000286660,28
AIG20230000455578,3
AIG20240000459268,2
AIG20230000412641,5
AIG20240000459279,2
AIG20230000412897,15
AIG20240000459173,1
AIG20240000459229,2
AIG20230000455575,3
AIG20240000459347,1
AIG20230000412645,6
AIG20240000459302,4
AIG20240000459283,4
AIG20230000412586,12
AIG20240000459160,1
AIG20240000459262,1
AIG20240000459303,1
AIG20230000455739,4
AIG20230000455595,5
AIG20230000412742,5
AIG20210000328828,10
AIG20230000412649,6
AIG20220000366732,5
AIG20230000455601,4
AIG20210000314413,11
AIG20240000459386,1
AIG20220000409417,8
AIG20240000459290,2
AIG20230000412607,4
AIG20230000412747,5
AIG20220000409285,10
AIG20230000412815,11
AIG20240000459307,2
AIG20230000412819,7
AIG20230000412816,8
AIG20240000459187,3
AIG20210000328992,16
AIG20240000459293,2
AIG20230000412755,8
AIG20240000459000,1
AIG20240000459351,2
AIG20240000459285,1
AIG20240000459066,4
AIG20210000328860,27
AIG20220000412286,7
AIG20240000459068,7
AIG20240000459234,1
AIG20210000328971,19
AIG20240000459432,1
AIG20240000459359,2
AIG20220000409283,6
AIG20240000459088,4
AIG20240000459108,2
AIG20210000328553,7
AIG20220000366858,11
AIG20220000409415,7
AIG20220000366787,17
AIG20230000412897,16
AIG20240000459086,2
AIG20230000455666,4
AIG20230000455746,6
AIG20220000409305,8
AIG20200000286692,11
AIG20240000459064,1
AIG20230000455631,4
AIG20220000366759,2
AIG20230000455748,6
AIG20240000459326,2
AIG20230000455602,9
AIG20230000455783,3
AIG20240000459104,2
AIG20240000459153,5
AIG20240000459357,2
AIG20240000459185,2
AIG20230000455655,4
AIG20240000459198,3
AIG20240000459059,2
AIG20230000412757,6
AIG20240000459089,1
AIG20220000409422,3
AIG20240000459183,2
AIG20240000459358,2
AIG20230000455554,7
AIG20230000412688,4
AIG20230000455687,5
AIG20240000459005,1
AIG20240000459356,2
AIG20230000455719,5
AIG20240000459315,2
AIG20230000455640,7
AIG20240000459189,1
AIG20240000459335,5
AIG20240000459090,2
AIG20240000459352,2
AIG20240000459426,3
AIG20220000409291,5
AIG20240000459415,2
AIG20240000459233,3
AIG20230000455633,3
AIG20230000412750,11
AIG20230000455460,7
AIG20240000459077,1
AIG20240000459023,1
AIG20240000459308,4
AIG20230000412866,9
AIG20240000459268,3
AIG20220000366748,16
AIG20240000459322,2
AIG20240000459317,2
AIG20220000409305,9
AIG20240000459292,3
AIG20220000366759,3
AIG20240000459291,2
AIG20230000455635,11
AIG20230000455718,8
AIG20230000412766,12
AIG20230000412718,7
AIG20230000412770,11
AIG20230000455720,8
AIG20240000459391,4
AIG20240000459390,4
AIG20230000412876,5
AIG20240000459009,2
AIG20210000328870,8
AIG20240000459306,3
AIG20220000409247,22
AIG20230000412579,15
AIG20230000412794,7
AIG20240000459406,1
AIG20240000459042,2
AIG20230000412815,12
AIG20230000455708,2
AIG20240000459259,3
AIG20230000455635,12
AIG20240000498076,1
AIG20220000366682,9
AIG20230000455595,6
AIG20220000366854,22
AIG20220000366880,9
AIG20240000459097,4
AIG20220000409345,5
AIG20230000455734,3
AIG20240000459068,8
AIG20230000455573,6
AIG20230000455622,2
AIG20220000409349,3
AIG20230000412603,8
AIG20240000459016,1
AIG20240000459153,4
AIG20230000412712,8
AIG20240000498128,1
AIG20240000498160,1
AIG20240000459370,2
AIG20240000459368,2
AIG20240000459434,5
AIG20210000350106,9
AIG20230000412692,4
AIG20220000412371,7
AIG20240000459288,1
AIG20240000498226,1
AIG20240000459082,2
AIG20230000455656,5
AIG20210000328827,5
AIG20210000328992,17
AIG20220000366785,24
AIG20240000459301,1
AIG20220000409356,4
AIG20240000459328,2
AIG20240000459105,1
AIG20240000498089,1
AIG20240000459325,2
AIG20240000459397,3
AIG20230000455717,3
AIG20220000409305,10
AIG20230000412857,9
AIG20230000412852,6
AIG20230000412819,8
AIG20230000412795,9
AIG20230000412832,9
AIG20220000366759,4
AIG20240000459021,2
AIG20240000498123,1
AIG20230000412753,5
AIG20240000459302,5
AIG20220000409390,3
AIG20220000409350,5
AIG20240000459283,5
AIG20230000412586,13
AIG20230000455555,3
AIG20230000455784,23
AIG20240000498374,1
AIG20230000455523,2
AIG20230000412699,4
AIG20240000498185,1
AIG20240000459107,1
AIG20240000459389,4
AIG20240000498244,1
AIG20230000412830,5
AIG20240000459258,2
AIG20240000459290,3
AIG20240000459168,1
AIG20240000459095,2
AIG20240000498340,1
AIG20240000459038,4
AIG20240000459411,1
AIG20220000409284,7
AIG20220000409199,7
AIG20240000459360,4
AIG20240000459278,3
AIG20220000409207,7
AIG20220000366733,9
AIG20240000498178,1
AIG20230000455722,4
AIG20240000459144,2
AIG20240000498353,1
AIG20230000455548,3
AIG20220000409247,19
AIG20240000459163,3
AIG20240000498106,1
AIG20240000459319,1
AIG20240000459290,4
AIG20220000409247,21
AIG20230000412897,17
AIG20240000498100,1
AIG20200000286660,29
AIG20220000366857,4
AIG20240000459125,2
AIG20240000498276,1
AIG20230000455635,13
AIG20240000459138,5
AIG20230000455720,9
AIG20240000459335,6
AIG20240000459310,3
AIG20240000459138,4
AIG20210000328565,13
AIG20230000455732,3
AIG20220000409391,8
AIG20240000459408,3
AIG20240000498158,2
AIG20230000455753,5
AIG20240000498103,1
AIG20240000459427,2
AIG20230000412606,7
AIG20220000409270,19
AIG20240000498363,1
AIG20240000459191,2
AIG20240000459012,2
AIG20230000412765,7
AIG20230000455739,5
AIG20220000409418,8
AIG20240000498159,1
AIG20230000412720,6
AIG20230000412656,9
AIG20230000455766,8
AIG20230000412892,4
AIG20230000455601,5
AIG20240000459292,4
AIG20220000366893,15
AIG20240000459306,4
AIG20240000459441,2
AIG20220000409270,18
AIG20230000455581,5
AIG20240000498156,1
AIG20240000498158,1
AIG20240000459190,1
AIG20240000498267,1
AIG20240000459138,6
AIG20230000412834,4
AIG20240000459323,1
AIG20240000498090,1
AIG20230000455498,4
AIG20220000409343,7
AIG20240000459068,9
AIG20220000409306,4
AIG20240000459132,2
AIG20240000459390,5
AIG20230000412667,7
AIG20230000455719,6
AIG20230000455749,3
AIG20240000498072,1
AIG20230000455664,4
AIG20240000498253,1
AIG20240000459166,3
AIG20230000455791,2
AIG20230000455704,6
AIG20240000459140,2
AIG20230000412662,8
AIG20240000498335,1
AIG20230000412569,3
AIG20230000455576,5
AIG20240000498366,1
AIG20240000498342,1
AIG20240000459423,1
AIG20240000459434,6
AIG20240000498314,1
AIG20230000455655,5
AIG20240000498225,4
AIG20240000459152,2
AIG20240000459099,2
AIG20240000498058,1
AIG20240000498248,1
AIG20240000459142,3
AIG20220000409417,9
AIG20240000498289,1
AIG20210000328870,9
AIG20240000498343,1
AIG20220000366925,12
AIG20230000455736,7
AIG20220000412360,5
AIG20240000459434,7
AIG20240000459329,1
AIG20240000498261,1
AIG20210000328870,10
AIG20220000409368,9
AIG20230000455726,2
AIG20220000366925,11
AIG20240000459062,2
AIG20220000412362,5
AIG20230000412755,9
AIG20240000459017,3
AIG20240000498211,1
AIG20220000412361,5
AIG20220000409247,23
AIG20210000328860,28
AIG20230000455751,3
AIG20240000498258,1
AIG20240000498350,1
AIG20210000328926,8
AIG20240000459328,3
AIG20240000498182,1
AIG20230000455719,7
AIG20240000459374,2
AIG20240000459320,2
AIG20230000455687,6
AIG20240000459132,3
AIG20230000455714,4
AIG20220000366759,5
AIG20240000459189,2
AIG20230000455617,3
AIG20200000286660,32
AIG20240000459381,1
AIG20240000459402,3
AIG20230000412826,8
AIG20240000498362,1
AIG20220000366871,6
AIG20240000459066,5
AIG20230000412832,10
AIG20240000498295,1
AIG20220000366803,3
AIG20240000459249,2
AIG20230000412795,10
AIG20220000409328,4
AIG20220000366797,20
AIG20240000459325,3
AIG20230000412697,5
AIG20240000498068,1
AIG20240000459264,1
AIG20240000498279,1
AIG20240000498142,1
AIG20240000459084,1
AIG20230000412780,3
AIG20230000455635,14
AIG20240000498292,1
AIG20240000498108,1
AIG20230000412881,4
AIG20210000329032,80
AIG20210000329032,83
AIG20210000329032,87
AIG20230000455623,3
AIG20230000412842,4
AIG20220000366787,18
AIG20220000366789,32
AIG20220000366789,36
AIG20240000459187,4
AIG20230000455640,8
AIG20240000459298,1
AIG20240000459251,1
AIG20220000412286,8
AIG20240000498081,1
AIG20230000412883,4
AIG20240000498328,1
AIG20230000455602,10
AIG20240000498259,1
AIG20210000329032,82
AIG20210000329032,85
AIG20210000329032,89
AIG20230000455720,10
AIG20230000455522,3
AIG20220000366789,34
AIG20220000366914,6
AIG20230000412794,8
AIG20210000328992,18
AIG20240000498115,1
AIG20240000498066,1
AIG20210000328853,9
AIG20240000459397,4
AIG20240000459345,1
AIG20230000455615,6
AIG20230000455744,5
AIG20230000412602,3
AIG20220000366809,5
AIG20230000455779,3
AIG20210000329032,78
AIG20210000329032,79
AIG20210000329032,84
AIG20210000329032,88
AIG20200000286692,12
AIG20240000459311,2
AIG20240000498303,1
AIG20240000498184,1
AIG20220000366789,37
AIG20230000412641,6
AIG20220000412371,8
AIG20230000412885,4
AIG20240000459308,5
AIG20220000366682,10
AIG20210000329032,81
AIG20210000329032,86
AIG20230000455718,9
AIG20230000455523,3
AIG20220000366789,33
AIG20220000366789,35
AIG20240000498265,1
AIG20220000409368,8
AIG20230000412586,14
AIG20240000498069,1
AIG20230000412678,4
AIG20220000409436,3
AIG20230000455675,3
AIG20200000286660,31
AIG20230000455575,4
AIG20230000455589,3
AIG20230000412744,4
AIG20230000455734,4
AIG20240000498198,1
AIG20240000498245,1
AIG20230000412705,7
AIG20240000498065,1
AIG20240000498185,2
AIG20240000498088,1
AIG20240000498073,1
AIG20240000459310,4
AIG20210000328738,6
AIG20230000412753,6
AIG20230000412571,7
AIG20240000498172,1
AIG20240000459024,1
AIG20240000498223,1
AIG20240000498253,2
AIG20240000498278,1
AIG20240000498102,1
AIG20230000412736,5
AIG20220000409385,7
AIG20240000459174,4
AIG20230000412740,6
AIG20210000328538,5
AIG20240000459036,2
AIG20230000455460,8
AIG20240000459209,1
AIG20240000498149,1
AIG20240000498260,1
AIG20240000498262,1
AIG20200000286660,30
AIG20230000412892,6
AIG20240000458996,2
AIG20240000459389,5
AIG20240000501186,1
AIG20230000412803,4
AIG20240000501186,2
AIG20230000412579,16
AIG20240000458997,2
AIG20230000455784,24
AIG20240000459422,16
AIG20240000459422,18
AIG20230000455784,27
AIG20230000455784,26
AIG20230000455609,6
AIG20240000459422,14
AIG20240000459422,17
AIG20240000459422,19
AIG20240000459422,15
AIG20240000498272,1
AIG20230000455784,25
AIG20240000498126,1
AIG20240000459242,2
AIG20240000459068,10
AIG20240000498287,1
AIG20230000412819,9
AIG20230000455754,4
AIG20230000412645,7
AIG20240000498227,2
AIG20240000459246,1
AIG20240000498236,1
AIG20230000455731,5
AIG20240000498180,1
AIG20240000459108,3
AIG20230000412897,18
AIG20240000459086,3
AIG20240000459042,3
AIG20230000455741,5
AIG20240000459122,2
AIG20240000498257,1
AIG20240000498288,1
AIG20240000459065,2
AIG20240000498151,1
AIG20230000412712,10
AIG20240000498130,1
AIG20240000459283,6
AIG20240000459302,6
AIG20230000412856,5
AIG20240000459335,7
AIG20240000498209,1
AIG20240000459194,3
AIG20240000459064,2
AIG20240000498402,1
AIG20240000498405,1
AIG20240000498331,1
AIG20240000459278,4
AIG20230000412748,8
AIG20240000498279,2
AIG20230000455653,6
AIG20240000501189,7
AIG20240000459214,2
AIG20240000501189,17
AIG20240000459339,3
AIG20240000459164,3
AIG20240000501189,2
AIG20240000501189,4
AIG20240000501189,6
AIG20240000501189,9
AIG20240000501189,11
AIG20240000501208,1
AIG20240000459123,2
AIG20240000459296,1
AIG20240000501189,13
AIG20240000501189,15
AIG20240000501189,18
AIG20230000412895,12
AIG20240000498290,1
AIG20240000459339,4
AIG20230000412748,7
AIG20240000498368,1
AIG20240000459124,2
AIG20240000501189,16
AIG20240000501189,20
AIG20240000501189,12
AIG20240000501189,14
AIG20240000501189,19
AIG20240000498084,1
AIG20230000412578,11
AIG20240000498101,1
AIG20240000459164,4
AIG20240000501189,1
AIG20240000501189,3
AIG20240000501189,5
AIG20240000501189,8
AIG20240000501189,10
AIG20230000455746,7
AIG20240000459051,3
AIG20240000459292,5
AIG20230000455748,7
AIG20240000498395,1
AIG20240000498389,1
AIG20240000498076,2
AIG20230000455635,15
AIG20240000459414,2
AIG20240000498072,2
AIG20230000412603,9
AIG20240000498107,1
AIG20240000498213,1
AIG20230000455602,11
AIG20240000498192,1
AIG20240000498336,1
AIG20240000498338,1
AIG20240000498127,1
AIG20240000498141,1
AIG20230000455609,7
AIG20240000498396,1
AIG20240000498104,1
AIG20230000412662,10
AIG20230000455593,6
AIG20240000498097,1
AIG20240000498339,1
AIG20240000498058,2
AIG20240000498302,1
AIG20240000498384,1
AIG20240000498190,1
AIG20240000498183,1
AIG20240000498079,1
AIG20240000498204,1
AIG20240000498095,1
AIG20240000498205,1
AIG20240000498119,1
AIG20240000498268,1
AIG20240000459235,2
AIG20230000455595,7
AIG20240000501200,2
AIG20230000412868,5
AIG20240000459104,3
AIG20240000459389,6
AIG20240000501200,1
AIG20240000501200,3
AIG20240000498182,2
AIG20230000412645,8
AIG20230000455507,4
AIG20230000412871,4
AIG20240000459038,6
AIG20230000455758,4
AIG20230000455554,8
AIG20240000459268,4
AIG20230000455581,6
AIG20240000498146,1
AIG20230000412684,3
AIG20240000501197,1
AIG20240000459311,3
AIG20240000501196,1
AIG20240000459019,4
AIG20230000455743,3
AIG20240000459019,5
AIG20240000459125,3
AIG20240000459331,2
AIG20230000455640,9
AIG20230000455630,5
AIG20230000455631,5
AIG20240000459068,11
AIG20240000459249,3
AIG20240000459269,4
AIG20240000459366,2
AIG20240000459227,2
AIG20240000501255,1
AIG20240000498081,2
AIG20230000455736,8
AIG20240000459236,2
AIG20240000459209,2
AIG20240000459360,5
AIG20230000455595,9
AIG20240000459129,2
AIG20240000501257,1
AIG20230000412667,8
AIG20240000498260,2
AIG20240000459293,3
AIG20230000412815,13
AIG20230000455719,8
AIG20240000459302,7
AIG20240000498066,2
AIG20240000498142,2
AIG20230000412586,15
AIG20230000412579,17
AIG20230000412755,10
AIG20240000459059,4
AIG20230000412645,9
AIG20230000412713,4
AIG20230000455555,4
AIG20230000455656,6
AIG20230000455655,6
AIG20240000459083,4
AIG20240000498389,2
AIG20230000455687,7
AIG20240000459306,5
AIG20230000412735,8
AIG20240000498253,3
AIG20240000459189,3
AIG20230000412819,10
AIG20240000459310,5
AIG20240000498126,2
AIG20240000459279,3
AIG20240000459335,8
AIG20240000498350,2
AIG20230000412804,6
AIG20240000459167,3
AIG20240000498108,2
AIG20230000455714,5
AIG20240000459392,2
AIG20240000459261,2
AIG20230000412857,10
AIG20230000412852,7
AIG20240000459259,4
AIG20240000459371,1
AIG20240000498363,2
AIG20240000459163,4
AIG20240000459077,2
AIG20240000498353,2
AIG20240000459229,3
AIG20230000455595,8
AIG20240000498069,2
AIG20240000459133,2
AIG20240000498278,2
AIG20240000459253,2
AIG20230000412656,10
AIG20240000459286,2
AIG20240000459118,2
AIG20230000455666,5
AIG20240000459017,4
AIG20230000455704,7
AIG20240000498314,2
AIG20240000459313,2
AIG20240000459097,5
AIG20240000459267,2
AIG20240000459358,3
AIG20230000412826,9
AIG20240000459357,3
AIG20230000412607,5
AIG20240000498374,2
AIG20240000498172,2
AIG20240000498160,2
AIG20240000459068,12
AIG20240000459142,4
AIG20240000498090,2
AIG20240000501182,1
AIG20240000498380,1
AIG20230000455602,12
AIG20240000459317,3
AIG20230000412832,11
AIG20230000455720,11
AIG20240000501224,1
AIG20240000459315,3
AIG20230000455718,10
AIG20240000501204,1
AIG20230000412795,11
AIG20240000459130,2
AIG20230000455593,7
AIG20230000412664,6
AIG20240000501238,1
AIG20240000459390,7
AIG20240000459390,6
AIG20240000498185,3
AIG20240000459391,5
AIG20230000455592,5
AIG20230000412794,9
AIG20230000412747,6
AIG20230000412742,6
AIG20240000498289,2
AIG20240000459022,17
AIG20240000498058,3
AIG20240000459022,16
AIG20240000459022,13
AIG20230000455696,3
AIG20240000501191,3
AIG20240000501191,2
AIG20240000459022,19
AIG20240000459022,11
AIG20240000498382,1
AIG20240000459356,3
AIG20240000498100,2
AIG20240000459022,14
AIG20240000459022,12
AIG20240000459322,3
AIG20240000501191,1
AIG20240000459366,3
AIG20240000459022,18
AIG20240000459022,15
AIG20230000412645,10
AIG20240000459022,20
AIG20240000459389,7
AIG20230000455640,12
AIG20240000459374,3
AIG20240000498106,2
AIG20240000459156,2
AIG20240000459063,2
AIG20240000498267,2
AIG20240000498123,2
AIG20240000459194,2
AIG20230000412770,12
AIG20230000412766,13
AIG20240000498081,3
AIG20240000498072,3
AIG20240000501198,1
AIG20230000412579,18
AIG20240000498225,5
AIG20230000412571,8
AIG20240000459066,6
AIG20230000412606,8
AIG20240000498279,3
AIG20240000498244,3
AIG20240000501258,1
AIG20240000501258,5
AIG20240000498182,3
AIG20240000459422,20
AIG20240000459422,23
AIG20230000455731,6
AIG20230000455590,2
AIG20240000459091,3
AIG20240000501258,4
AIG20240000459422,22
AIG20240000459422,24
AIG20240000459183,3
AIG20240000501258,3
AIG20230000455766,9
AIG20240000459195,3
AIG20230000455587,2
AIG20240000498281,1
AIG20240000459422,21
AIG20240000459422,25
AIG20240000459185,3
AIG20240000501258,2
AIG20230000455716,3
AIG20240000498151,2
AIG20230000412694,4
AIG20240000459301,2
AIG20240000498396,2
AIG20240000459326,3
AIG20240000459036,3
AIG20240000459292,6
AIG20240000501227,1
AIG20240000498115,2
AIG20240000459415,3
AIG20230000412832,12
AIG20240000498148,1
AIG20230000412895,13
AIG20240000459307,3
AIG20240000459278,5
AIG20230000412601,5
AIG20230000455632,2
AIG20240000459254,3
AIG20240000459254,4
AIG20240000459040,3
AIG20240000459400,4
AIG20230000412868,6
AIG20240000498128,2
AIG20240000459187,5
AIG20240000459113,2
AIG20230000455588,4
AIG20240000459143,4
AIG20240000498287,2
AIG20240000501239,1
AIG20230000455692,4
AIG20230000412581,6
AIG20240000459352,3
AIG20230000412735,9
AIG20240000459328,4
AIG20240000459410,1
AIG20240000459225,2
AIG20240000498335,2
AIG20240000459059,5
AIG20240000459325,4
AIG20230000412730,6
AIG20240000459370,3
AIG20240000459368,3
AIG20240000501251,1
AIG20230000455783,4
AIG20240000459068,13
AIG20230000412580,7
AIG20240000501252,1
AIG20230000412718,8
AIG20230000455611,4
AIG20240000459347,2
AIG20240000498278,3
AIG20240000501236,1
AIG20240000459406,2
AIG20230000412591,6
AIG20230000412591,7
AIG20240000498258,2
AIG20240000498213,2
AIG20240000498248,2
AIG20240000459307,4
AIG20230000412580,6
AIG20240000498295,2
AIG20240000459207,3
AIG20230000455753,6
AIG20230000455568,4
AIG20240000501190,8
AIG20240000501190,10
AIG20240000501190,12
AIG20240000501190,14
AIG20240000501190,20
AIG20240000459005,2
AIG20230000455523,4
AIG20240000459051,4
AIG20240000501222,1
AIG20240000501190,5
AIG20240000501190,9
AIG20240000501190,11
AIG20240000501190,15
AIG20230000412866,10
AIG20230000455522,4
AIG20240000501190,3
AIG20240000501190,4
AIG20240000501190,6
AIG20240000501190,16
AIG20240000501190,18
AIG20240000501190,1
AIG20240000459086,4
AIG20240000498232,1
AIG20240000501190,2
AIG20240000501190,7
AIG20240000501190,13
AIG20240000501190,17
AIG20240000501190,19
AIG20240000501190,21
AIG20230000455554,9
AIG20240000459310,6
AIG20240000459234,2
AIG20240000498065,3
AIG20240000459434,8
AIG20240000459434,9
AIG20240000501257,2
AIG20230000412586,16
AIG20230000455719,9
AIG20240000459351,3
AIG20230000412595,4
AIG20240000501242,1
AIG20240000498142,3
AIG20230000455748,8
AIG20230000455664,5
AIG20240000498076,3
AIG20230000455746,8
AIG20230000412699,5
AIG20240000459108,4
AIG20240000459308,6
AIG20240000498156,2
AIG20240000501230,1
AIG20240000459269,5
AIG20240000498184,2
AIG20240000459122,3
AIG20240000459298,2
AIG20240000459166,4
AIG20240000458999,2
AIG20240000459191,3
AIG20240000459389,8
AIG20240000498089,2
AIG20240000459095,3
AIG20240000501195,2
AIG20240000501195,1
AIG20240000459157,3
AIG20240000459311,4
AIG20240000459360,6
AIG20230000455593,8
AIG20230000455599,4
AIG20230000412876,6
AIG20240000498288,2
AIG20240000498066,3
AIG20230000412688,5
AIG20230000412839,6
AIG20240000459359,3
AIG20240000459214,3
AIG20230000412579,19
AIG20240000459412,3
AIG20230000412748,9
AIG20230000455655,7
AIG20240000459245,2
AIG20240000498058,4
AIG20240000501209,1
AIG20230000412868,7
AIG20240000459209,3
AIG20240000501214,1
AIG20230000412748,10
AIG20240000459408,4
AIG20230000455615,7
AIG20230000412662,11
AIG20240000501197,2
AIG20230000412815,14
AIG20240000501226,1
AIG20230000455739,6
AIG20230000455640,13
AIG20230000412641,7
AIG20240000459068,14
AIG20240000498182,4
AIG20240000498104,2
AIG20230000455718,11
AIG20240000459283,7
AIG20230000412765,8
AIG20230000412755,11
AIG20240000498402,2
AIG20240000459189,4
AIG20230000455720,12
AIG20230000455581,7
AIG20240000459039,2
AIG20240000459249,4
AIG20230000412678,5
AIG20240000498342,2
AIG20240000498366,2
AIG20240000501210,1
AIG20230000412839,7
AIG20240000459270,3
AIG20240000459044,1
AIG20240000459402,4
AIG20240000459211,3
AIG20230000455694,3
AIG20240000501213,1
AIG20230000455653,7
AIG20230000455595,10
AIG20230000455612,4
AIG20240000498064,1
AIG20240000498338,2
AIG20230000455609,8
AIG20240000459374,4
AIG20230000412682,5
AIG20240000459157,2
AIG20240000498260,4
AIG20240000498072,4
AIG20230000412735,10
AIG20240000498303,2
AIG20240000498267,3
AIG20240000459302,8
AIG20230000412679,5
AIG20230000412857,11
AIG20240000498223,3
AIG20240000498314,3
AIG20240000459204,5
AIG20240000459038,7
AIG20230000455766,10
AIG20230000455744,6
AIG20230000455548,5
AIG20240000459333,2
AIG20230000412794,10
AIG20230000455754,5
AIG20240000498268,2
AIG20240000498323,1
AIG20240000501233,1
AIG20230000455728,4
AIG20240000498151,3
AIG20230000455687,8
AIG20240000498204,2
AIG20240000459434,10
AIG20240000498095,2
AIG20240000498205,2
AIG20240000501254,1
AIG20240000459335,9
AIG20230000412744,5
AIG20240000459058,2
AIG20240000498130,2
AIG20230000455717,4
AIG20240000498108,3
AIG20240000498090,3
AIG20240000459109,2
AIG20240000459115,2
AIG20240000498259,2
AIG20240000498395,2
AIG20240000459251,2
AIG20230000455734,5
AIG20240000459111,2
AIG20230000412656,11
AIG20240000459017,5
AIG20230000412834,5
AIG20240000459114,2
AIG20240000498363,3
AIG20240000459160,4
AIG20240000459225,3
AIG20230000412866,11
AIG20240000498185,4
AIG20240000498088,7
AIG20230000455630,6
AIG20230000412697,6
AIG20230000412705,8
AIG20240000459258,3
AIG20240000498384,2
AIG20230000412645,11
AIG20230000455714,6
AIG20240000459130,3
AIG20240000459121,2
AIG20230000455619,2
AIG20240000498260,5
AIG20240000498209,2
AIG20240000459209,4
AIG20240000459389,9
AIG20240000498198,2
AIG20240000498127,2
AIG20230000455736,9
AIG20240000498183,2
AIG20230000455581,8
AIG20240000459358,4
AIG20240000498119,2
AIG20240000459119,2
AIG20240000459357,4
AIG20240000498115,3
AIG20240000498108,4
AIG20230000455640,14
AIG20240000459065,3
AIG20240000498084,2
AIG20230000455719,10
AIG20230000412586,17
AIG20240000459066,7
AIG20240000459315,4
AIG20240000459317,4
AIG20230000455656,8
AIG20230000455633,4
AIG20240000459296,2
AIG20240000501258,6
AIG20240000498106,3
AIG20230000412868,8
AIG20230000455666,6
AIG20240000498123,3
AIG20230000455658,2
AIG20240000459262,2
AIG20240000498159,2
AIG20240000498065,4
AIG20240000459363,1
AIG20230000455656,7
AIG20240000498079,2
AIG20240000501257,3
AIG20230000412804,7
AIG20240000459356,4
AIG20240000459292,7
AIG20240000459259,5
AIG20240000459143,5
AIG20240000498389,3
AIG20240000459374,5
AIG20240000459307,5
AIG20240000459322,4
AIG20230000455631,6
AIG20240000459267,3
AIG20240000459034,2
AIG20240000458998,2
AIG20240000459053,2
AIG20240000459054,2
AIG20240000459191,4
AIG20240000459310,7
AIG20240000498225,6
AIG20240000501198,2
AIG20230000412770,13
AIG20230000412766,14
AIG20230000412603,10
AIG20240000459088,5
AIG20240000459163,5
AIG20240000459311,5
AIG20240000498058,5
AIG20240000498158,3
AIG20230000412742,7
AIG20230000412667,9
AIG20240000498293,1
AIG20230000455635,16
AIG20230000455753,7
AIG20240000459397,5
AIG20240000459329,2
AIG20240000498158,4
AIG20230000455602,14
AIG20240000459068,15
AIG20240000459097,6
AIG20240000498265,2
AIG20240000459391,6
AIG20230000455548,6
AIG20240000498331,2
AIG20240000459390,8
AIG20230000455718,12
AIG20240000498130,3
AIG20230000412712,12
AIG20240000498100,3
AIG20230000455720,13
AIG20240000498142,4
AIG20240000498211,2
AIG20240000459381,2
AIG20240000459059,6
AIG20240000498342,3
AIG20230000412718,9
AIG20230000412750,12
AIG20240000498314,4
AIG20240000459432,2
AIG20240000459301,3
AIG20230000412641,8
AIG20240000459426,4
AIG20230000455675,4
AIG20240000459293,4
AIG20240000458999,3
AIG20230000412740,7
AIG20230000455615,8
AIG20240000501238,2
AIG20240000459086,5
AIG20240000498278,4
AIG20230000412581,7
AIG20230000412606,9
AIG20240000459319,2
AIG20240000498374,3
AIG20230000412755,12
AIG20230000455635,17
AIG20240000498363,5
AIG20240000498363,4
AIG20240000498366,3
AIG20230000455694,4
AIG20240000498178,2
AIG20230000412852,8
AIG20240000459209,5
AIG20240000459370,4
AIG20240000459368,4
AIG20240000459168,2
AIG20230000412794,11
AIG20240000459191,5
AIG20240000459000,2
AIG20240000459088,6
AIG20230000412579,20
AIG20230000412645,12
AIG20240000459366,4
AIG20240000459328,5
AIG20240000498104,3
AIG20230000412866,12
AIG20240000459325,5
AIG20230000412586,18
AIG20230000455622,3
AIG20240000459291,3
AIG20230000455719,11
AIG20230000455555,5
AIG20230000412571,9
AIG20240000498261,2
AIG20240000459249,5
AIG20230000412747,7
AIG20240000459207,4
AIG20230000412766,15
AIG20240000459441,3
AIG20230000412607,6
AIG20240000498156,3
AIG20240000459408,5
AIG20240000459304,2
AIG20240000459409,1
AIG20240000459278,6
AIG20240000459427,3
AIG20230000412794,12
AIG20240000498338,3
AIG20240000459144,3
AIG20230000455523,5
AIG20240000498262,2
