고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG2023000041275010,MSA기반 플러터(Dart)활용 자바(JAVA)프론트엔드 백엔드 풀스택 웹(앱)개발,AIG20230000412750,10,인천더조은컴퓨터아트학원,125,1000,2024-09-23,2025-04-07,응용SW엔지니어링,20010202," 9,477,000 ",25,18,14,78%,99.1,인천 부평구,인천광역시 부평구 경원대로 1366 (부평동 스테이션 타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412750&tracseTme=10&trainstCstmrId=500020037783&crseTracseSe=C0061,,,"132,678,000","136,468,800","170,586,000",0,0,0,"69,273,503","67,195,297",0
AIG202300004556095,JAVA 기반 백엔드 개발자 양성,AIG20230000455609,5,(주)신세계아이앤씨,120,960,2024-09-23,2025-03-27,응용SW엔지니어링,20010202," 17,424,000 ",29,22,19,86%,86.9,서울 중구,서울특별시 중구 남대문시장10길 2,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455609&tracseTme=5&trainstCstmrId=500041614685&crseTracseSe=C0061,신세계아이앤씨,신세계아이앤씨,"331,056,000","306,662,400","383,328,000",0,0,0,"164,872,258","141,790,142",0
AIG202300004555935,"[이스트캠프] 와썹 AI 서비스 기획(PM, UI/UX, BM)",AIG20230000455593,5,(주)이스트소프트,91,728,2024-09-23,2025-02-12,인공지능서비스기획,20010702," 13,213,200 ",80,10,7,70%,87,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455593&tracseTme=5&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"92,492,400","105,705,600","132,132,000",0,0,0,"73,920,000","31,785,600",0
AIG202400004594082,재직자_BI를 위한 데이터 분석 자동화,AIG20240000459408,2,팀스파르타주식회사,46,160,2024-09-23,2024-11-16,빅데이터분석,20010105," 2,904,000 ",75,36,32,89%,83.2,서울 강남구,서울특별시 강남구 테헤란로44길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459408&tracseTme=2&trainstCstmrId=500039286716&crseTracseSe=C0061,,,"92,928,000","83,635,200","104,544,000",0,0,0,"83,635,200",0,0
AIG202400004594122,재직자_금융데이터를 활용한 AI 개발 심화 교육,AIG20240000459412,2,팀스파르타주식회사,58,200,2024-09-23,2024-11-30,인공지능플랫폼구축,20010701," 3,630,000 ",50,22,18,82%,78.6,서울 강남구,서울특별시 강남구 테헤란로44길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459412&tracseTme=2&trainstCstmrId=500039286716&crseTracseSe=C0061,,,"65,340,000","63,888,000","79,860,000",0,0,0,"63,888,000",0,0
AIG202200003667727,핀테크 디지털 금융서비스 자바 개발자,AIG20220000366772,7,아이티윌 부산교육센터,120,960,2024-09-23,2025-03-21,핀테크엔지니어링,20010210," 8,221,440 ",30,13,6,46%,95.1,부산 부산진구,부산광역시 부산진구 동천로 109,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366772&tracseTme=7&trainstCstmrId=500020061830&crseTracseSe=C0061,,,"49,328,640","85,502,976","106,878,720",0,0,0,"47,501,653","38,001,323",0
AIG2022000040924718,AWS 클라우드를 활용한 Full-Stack 개발자 양성과정,AIG20220000409247,18,쌍용강북교육센터,140,1120,2024-09-23,2025-04-23,응용SW엔지니어링,20010202," 9,591,680 ",24,19,14,74%,94.7,서울 마포구,서울특별시 마포구 월드컵북로 21 (서교동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409247&tracseTme=18&trainstCstmrId=500020059609&crseTracseSe=C0061,,,"134,283,520","145,793,536","182,241,920",0,0,0,"68,447,669","77,345,867",0
AIG202300004126645,퍼블릭 클라우드 기반 DevSecOps 융합 인재 양성 과정,AIG20230000412664,5,케이지에듀원 아이티뱅크종로학원,120,960,2024-09-23,2025-03-27,응용SW엔지니어링,20010202," 9,097,920 ",25,14,11,79%,81.2,서울 종로구,서울특별시 종로구 돈화문로 26 (묘동 단성사),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412664&tracseTme=5&trainstCstmrId=500020050681&crseTracseSe=C0061,,,"100,077,120","101,896,704","127,370,880",0,0,0,"54,783,174","47,113,530",0
AIG202300004126824,클라우드 엔지니어 양성과정,AIG20230000412682,4,(주)신세계아이앤씨,115,920,2024-09-23,2025-03-20,NW엔지니어링,20010205," 16,698,000 ",30,16,14,88%,72.1,서울 중구,서울특별시 중구 남대문시장10길 2,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412682&tracseTme=4&trainstCstmrId=500041614685&crseTracseSe=C0061,(주)신세계아이앤씨,(주)신세계아이앤씨,"233,772,000","213,734,400","267,168,000",0,0,0,"119,404,693","94,329,707",0
AIG202400004592592,실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,AIG20240000459259,2,주식회사멋쟁이사자처럼,115,920,2024-09-23,2025-03-21,응용SW엔지니어링,20010202," 16,698,000 ",60,59,46,78%,62.3,서울 종로구,서울특별시 종로구 종로3길 17 (청진동 D타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459259&tracseTme=2&trainstCstmrId=500037933544&crseTracseSe=C0061,,,"768,108,000","788,145,600","985,182,000",0,0,0,"437,858,667","350,286,933",0
AIG202200004092407,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,AIG20220000409240,7,그린컴퓨터아트학원,123,960,2024-09-23,2025-04-01,응용SW엔지니어링,20010202," 8,221,440 ",20,14,11,79%,94.1,서울 종로구,서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409240&tracseTme=7&trainstCstmrId=500020062235&crseTracseSe=C0061,,,"90,435,840","92,080,128","115,100,160",0,0,0,"48,209,491","43,870,637",0
AIG2023000045578422,[KG ICT] 청년 AI 로보틱스,AIG20230000455784,22,대한상공회의소,121,968,2024-09-23,2025-03-20,로봇소프트웨어개발,19030803," 17,569,200 ",25,15,12,80%,63.9,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455784&tracseTme=22&trainstCstmrId=500037517077&crseTracseSe=C0061,KG ICT,커넥트밸류,"210,830,400","210,830,400","263,538,000",0,0,0,"117,782,346","93,048,054",0
AIG202400004590464,[웅진씽크빅 유데미 부트캠프] 풀스택 개발과정(JAVA),AIG20240000459046,4,멀티캠퍼스,108,906,2024-09-23,2025-02-28,응용SW엔지니어링,20010202," 16,443,900 ",50,1,1,100%,75.2,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459046&tracseTme=4&trainstCstmrId=500020039927&crseTracseSe=C0061,웅진씽크빅,멀티캠퍼스,"16,443,900","13,155,120","16,443,900",0,0,0,"8,273,660","4,881,460",0
AIG202400004592072,AI 융합 백엔드 개발 부트캠프,AIG20240000459207,2,패스트캠퍼스강남학원,121,960,2024-09-23,2025-04-04,응용SW엔지니어링,20010202," 17,424,000 ",60,30,25,83%,71,서울 강남구,서울특별시 강남구 강남대로 364,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459207&tracseTme=2&trainstCstmrId=500033945638&crseTracseSe=C0061,,,"435,600,000","418,176,000","522,720,000",0,0,0,"215,554,639","202,621,361",0
AIG202400004592321,스마트팩토리 MES 구축 전문가 양성 과정,AIG20240000459232,1,세한대학교당진산학협력단,60,480,2024-09-23,2024-12-20,응용SW엔지니어링,20010202," 4,580,160 ",20,3,0,0%,66.7,충남 당진시,충청남도 당진시 세한대길 33,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459232&tracseTme=1&trainstCstmrId=500042636540&crseTracseSe=C0061,,,0,"10,992,384","13,740,480",0,0,0,"10,992,384",0,0
AIG202400004594022,기업요구를 반영한 프로젝트 기반 풀스택 개발자 양성과정,AIG20240000459402,2,이젠아카데미컴퓨터학원,120,960,2024-09-23,2025-03-21,응용SW엔지니어링,20010202," 9,113,280 ",30,16,13,81%,100,경기 김포시,경기도 김포시 김포한강4로 125 (장기동 월드타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459402&tracseTme=2&trainstCstmrId=500034282912&crseTracseSe=C0061,,,"118,472,640","116,649,984","145,812,480",0,0,0,"64,805,547","51,844,437",0
AIG202300004126627,"[이스트캠프]오르미 백엔드 개발(Java, Spring, JPA)",AIG20230000412662,7,(주)이스트소프트,91,728,2024-09-23,2025-02-11,응용SW엔지니어링,20010202," 13,213,200 ",80,15,10,67%,83.2,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412662&tracseTme=7&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"132,132,000","158,558,400","198,198,000",0,0,0,"111,660,845","46,897,555",0
AIG202300004126066,핀테크 서비스를 위한 풀스택 개발자 양성 과정,AIG20230000412606,6,케이지에듀원 아이티뱅크종로학원,121,968,2024-09-23,2025-03-27,핀테크엔지니어링,20010210," 9,173,730 ",22,15,14,93%,67.8,서울 종로구,서울특별시 종로구 돈화문로 26 (묘동 단성사),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412606&tracseTme=6&trainstCstmrId=500020050681&crseTracseSe=C0061,,,"128,432,220","110,084,760","137,605,950",0,0,0,"59,185,355","50,899,405",0
AIG202400004590192,[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),AIG20240000459019,2,한국표준협회,123,972,2024-09-23,2025-03-25,인공지능모델링,20010703," 17,641,800 ",40,15,10,67%,80.1,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459019&tracseTme=2&trainstCstmrId=500020055650&crseTracseSe=C0061,IM뱅크,(주)알파코,"176,418,000","211,701,600","264,627,000",0,0,0,"115,055,217","96,646,383",0
AIG202400004590463,[웅진씽크빅 유데미 부트캠프] 풀스택 개발과정(JAVA),AIG20240000459046,3,멀티캠퍼스,108,906,2024-09-23,2025-02-28,응용SW엔지니어링,20010202," 16,443,900 ",75,13,6,46%,75.2,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459046&tracseTme=3&trainstCstmrId=500020039927&crseTracseSe=C0061,웅진씽크빅,멀티캠퍼스,"98,663,400","171,016,560","213,770,700",0,0,0,"107,557,585","63,458,975",0
AIG202400004592112,융합_AI 미래형모빌리티(실증도로.로봇.UAM),AIG20240000459211,2,한국IT교육원,124,980,2024-09-23,2025-03-27,빅데이터분석,20010105," 9,303,140 ",20,14,9,64%,0,대구 동구,대구광역시 동구 동대구로 566 (신암동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459211&tracseTme=2&trainstCstmrId=500020048147&crseTracseSe=C0061,,,"83,728,260","104,195,168","130,243,960",0,0,0,"56,018,908","48,176,260",0
AIG202400004593331,기업 참여형 실무 중심 웹 프론트엔드 엔지니어 부트캠프,AIG20240000459333,1,주식회사멋쟁이사자처럼,115,920,2024-09-23,2025-03-26,응용SW엔지니어링,20010202," 16,698,000 ",70,34,28,82%,0,서울 종로구,서울특별시 종로구 종로3길 17 (청진동 D타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459333&tracseTme=1&trainstCstmrId=500037933544&crseTracseSe=C0061,,,"467,544,000","454,185,600","567,732,000",0,0,0,"245,505,730","208,679,870",0
AIG202100003288538,IaC 기반 AWS 마이크로 서비스 클라우드 환경 구축,AIG20210000328853,8,솔데스크강남학원,120,960,2024-09-24,2025-04-02,IT시스템관리,20010301," 8,224,320 ",30,16,13,81%,72.4,서울 강남구,서울특별시 강남구 봉은사로 119 (논현동 성옥빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328853&tracseTme=8&trainstCstmrId=500034091717&crseTracseSe=C0061,,,"106,916,160","105,271,296","131,589,120",0,0,0,"54,564,703","50,706,593",0
AIG202400004589991,융합_데이터 기반 차세대 디지털 헬스케어 AI 솔루션,AIG20240000458999,1,아시아경제 교육센터,113,900,2024-09-24,2025-03-24,빅데이터분석,20010105," 16,335,000 ",25,20,16,80%,0,서울 중구,서울특별시 중구 퇴계로 166 (주자동 흥국빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000458999&tracseTme=1&trainstCstmrId=500020049185&crseTracseSe=C0061,,,"261,360,000","261,360,000","326,700,000",0,0,0,"142,168,352","119,191,648",0
AIG202400004593102,리얼타임엔진 기반 AI Media Craft 과정,AIG20240000459310,2,(주)엠비씨플러스,128,1024,2024-09-24,2025-04-03,증강현실(AR)콘텐츠제작,20020403," 18,585,600 ",75,50,35,70%,89.9,경기 고양시 일산동구,경기도 고양시 일산동구 호수로 596,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459310&tracseTme=2&trainstCstmrId=500039538111&crseTracseSe=C0061,엠비씨플러스,엠비씨플러스,"650,496,000","743,424,000","929,280,000",0,0,0,"383,328,000","360,096,000",0
AIG202400004590421,챗GPT를 활용한 자바(JAVA) 스프링 및 데이터 분석 시스템기반 웹 플랫폼 구축 과정,AIG20240000459042,1,솔데스크강남학원,130,1040,2024-09-24,2025-04-14,빅데이터플랫폼구축,20010209," 9,872,720 ",30,19,14,74%,0,서울 강남구,서울특별시 강남구 봉은사로 119 (논현동 성옥빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459042&tracseTme=1&trainstCstmrId=500034091717&crseTracseSe=C0061,,,"138,218,080","150,065,344","187,581,680",0,0,0,"73,184,577","76,880,767",0
AIG202300004126022,AWS 클라우드 활용 풀스택+RPA 자동화 솔루션 개발 과정,AIG20230000412602,2,두드림컴퓨터아카데미,119,950,2024-09-24,2025-03-21,응용SW엔지니어링,20010202," 9,003,150 ",20,11,9,82%,85.7,경기 용인시 기흥구,경기도 용인시 기흥구 신구로12번길 32 (신갈동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412602&tracseTme=2&trainstCstmrId=500033915491&crseTracseSe=C0061,,,"81,028,350","79,227,720","99,034,650",0,0,0,"43,818,683","35,409,037",0
AIG202300004126892,AI/빅데이터 분석솔루션 개발자과정,AIG20230000412689,2,한국능력개발직업전문학교,122,970,2024-09-24,2025-03-27,응용SW엔지니어링,20010202," 9,192,690 ",20,0,0,#DIV/0!,0,서울 영등포구,서울특별시 영등포구 당산동6가 양평로12길 9,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412689&tracseTme=2&trainstCstmrId=500020055939&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202100003144184,"로봇설계를 통한 스마트제조 가상화 구현(CATIA, VR)",AIG20210000314418,4,글로벌산업기술교육원,100,800,2024-09-24,2025-02-19,기계시스템설계,15010202," 6,219,200 ",20,10,9,90%,95.5,서울 금천구,서울특별시 금천구 독산동 시흥대로 422(프레콘빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000314418&tracseTme=4&trainstCstmrId=500020021390&crseTracseSe=C0061,,,"55,972,800","49,753,600","62,192,000",0,0,0,"33,057,761","16,695,839",0
AIG202300004127958,에듀테크 풀스택 개발자 양성(Java),AIG20230000412795,8,(주)천재교육,121,960,2024-09-25,2025-04-04,응용SW엔지니어링,20010202," 17,424,000 ",20,11,11,100%,76.6,서울 금천구,서울특별시 금천구 가산로9길 54,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412795&tracseTme=8&trainstCstmrId=500037189659&crseTracseSe=C0061,(주)천재교육,(주)천재교육,"191,664,000","153,331,200","191,664,000",0,0,0,"78,262,800","75,068,400",0
AIG202300004128304,[기업맞춤 PBT] 클라우드 기반 AI 서비스,AIG20230000412830,4,한국IT교육원,124,980,2024-09-25,2025-04-08,응용SW엔지니어링,20010202," 9,287,460 ",20,10,7,70%,83.7,대구 동구,대구광역시 동구 동대구로 566 (신암동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412830&tracseTme=4&trainstCstmrId=500020048147&crseTracseSe=C0061,,,"65,012,220","74,299,680","92,874,600",0,0,0,"37,149,840","37,149,840",0
AIG202300004128764,데이터 엔지니어링,AIG20230000412876,4,(주)그렙,74,586,2024-09-25,2025-01-17,빅데이터운영·관리,20010304," 10,635,900 ",60,59,44,75%,87.9,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412876&tracseTme=4&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"467,979,600","502,014,480","627,518,100",0,0,0,"427,803,644","74,210,836",0
AIG202200004123668,[신한DS] 금융 SW 아카데미,AIG20220000412366,8,대한상공회의소,120,950,2024-09-25,2025-03-25,응용SW엔지니어링,20010202," 17,242,500 ",28,26,20,77%,90,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412366&tracseTme=8&trainstCstmrId=500037517077&crseTracseSe=C0061,신한DS,신한DS,"344,850,000","358,644,000","448,305,000",0,0,0,"193,116,000","165,528,000",0
AIG202300004128328,에듀테크 상품서비스 PM(프로덕트매니저) 양성,AIG20230000412832,8,(주)천재교육,121,960,2024-09-25,2025-04-04,SW제품기획,20010104," 17,424,000 ",20,14,9,64%,76.4,서울 금천구,서울특별시 금천구 가산로9길 54,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412832&tracseTme=8&trainstCstmrId=500037189659&crseTracseSe=C0061,(주)천재교육,(주)천재교육,"156,816,000","195,148,800","243,936,000",0,0,0,"99,607,200","95,541,600",0
AIG202400004590193,[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),AIG20240000459019,3,한국표준협회,123,972,2024-09-25,2025-03-31,인공지능모델링,20010703," 17,641,800 ",40,22,1,5%,80.1,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459019&tracseTme=3&trainstCstmrId=500020055650&crseTracseSe=C0061,IM뱅크,(주)알파코,"17,641,800","310,495,680","388,119,600",0,0,0,"161,854,131","148,641,549",0
AIG202400004593741,언어지능기반 분석서비스 개발자과정,AIG20240000459374,1,스마트인재개발원,134,1040,2024-09-25,2025-04-10,인공지능서비스구현,20010705," 9,872,720 ",26,18,18,100%,0,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459374&tracseTme=1&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"177,708,960","142,167,168","177,708,960",0,0,0,"70,365,568","71,801,600",0
AIG202200004092858,기업의 수요를 반영한 자바 및 스프링 프레임워크 기반 풀스택 개발자 과정,AIG20220000409285,8,그린아이티아카데미학원,123,984,2024-09-25,2025-03-25,응용SW엔지니어링,20010202," 8,426,970 ",21,0,0,#DIV/0!,79.8,서울 강남구,서울특별시 강남구 강남대로96길 16 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409285&tracseTme=8&trainstCstmrId=500037119543&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202300004554606,(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,AIG20230000455460,6,그린컴퓨터아카데미 부산,44,350,2024-09-25,2024-11-27,응용SW엔지니어링,20010202," 5,103,000 ",30,25,21,84%,96.9,부산 부산진구,부산광역시 부산진구 중앙대로 688,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455460&tracseTme=6&trainstCstmrId=500020016714&crseTracseSe=C0061,,,"107,163,000","102,060,000","127,575,000",0,0,0,"102,060,000",0,0
AIG202200004123667,[신한DS] 금융 SW 아카데미,AIG20220000412366,7,대한상공회의소,120,950,2024-09-25,2025-03-25,응용SW엔지니어링,20010202," 17,242,500 ",28,27,23,85%,90,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412366&tracseTme=7&trainstCstmrId=500037517077&crseTracseSe=C0061,신한DS,신한DS,"396,577,500","372,438,000","465,547,500",0,0,0,"200,543,538","171,894,462",0
AIG202300004128635,공공데이터를 활용한 데이터 분석 융합 웹 서비스 개발자 양성,AIG20230000412863,5,(주)케이지에듀원 아이티뱅크노량진학원,120,960,2024-09-26,2025-03-31,응용SW엔지니어링,20010202," 9,097,920 ",22,15,10,67%,83.3,서울 동작구,서울특별시 동작구 장승배기로 171 (노량진동 노량진아이비빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412863&tracseTme=5&trainstCstmrId=500020028061&crseTracseSe=C0061,,,"90,979,200","109,175,040","136,468,800",0,0,0,"56,630,903","52,544,137",0
AIG202300004557543,"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",AIG20230000455754,3,성남 그린컴퓨터아카데미,143,1140,2024-09-26,2025-06-03,응용SW엔지니어링,20010202," 10,803,780 ",20,13,0,0%,88,경기 성남시 분당구,경기도 성남시 분당구 구미동 돌마로 46,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455754&tracseTme=3&trainstCstmrId=500020054642&crseTracseSe=C0061,,,0,"112,359,312","140,449,140",0,0,0,"43,421,726","68,937,586",0
AIG202300004125716,가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가,AIG20230000412571,6,4세대아카데미컴퓨터학원,94,750,2024-09-26,2025-02-25,정보보호관리·운영,20010601," 6,633,900 ",20,10,10,100%,95.5,서울 구로구,서울특별시 구로구 구로동 디지털로33길 12(우림이비지센터2차),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412571&tracseTme=6&trainstCstmrId=500020047095&crseTracseSe=C0061,,,"66,339,000","53,071,200","66,339,000",0,0,0,"33,646,447","19,424,753",0
AIG202300004557194,[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프,AIG20230000455719,4,넥스트러너스평생교육시설,85,680,2024-09-26,2025-02-04,SW제품기획,20010104," 12,342,000 ",60,53,39,74%,76.8,서울 서초구,서울특별시 서초구 강남대로99길 45,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455719&tracseTme=4&trainstCstmrId=500042311334&crseTracseSe=C0061,,,"481,338,000","523,300,800","654,126,000",0,0,0,"384,546,800","138,754,000",0
AIG202400004592693,자바(JAVA)활용 데이터 플랫폼 구축 풀스택 개발자 과정,AIG20240000459269,3,(주)휴먼교육센터,120,960,2024-09-26,2025-03-27,응용SW엔지니어링,20010202," 9,113,280 ",25,14,12,86%,86.1,충남 천안시 동남구,충청남도 천안시 동남구 대흥로 215 (대흥동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459269&tracseTme=3&trainstCstmrId=500020059068&crseTracseSe=C0061,,,"109,359,360","102,068,736","127,585,920",0,0,0,"54,102,008","47,966,728",0
AIG202400004593354,심화_프론트엔드 엔지니어 부트캠프,AIG20240000459335,4,코드잇 평생교육원,40,349,2024-09-26,2024-11-25,응용SW엔지니어링,20010202," 5,097,490 ",80,13,12,92%,86.5,서울 강남구,서울특별시 강남구 역삼로 552 (대치동 KM 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459335&tracseTme=4&trainstCstmrId=500042496680&crseTracseSe=C0061,,,"61,169,880","53,013,896","66,267,370",0,0,0,"53,013,896",0,0
AIG202300004128578,빅데이터를 활용한 오라클 데이터 전문가 양성과정,AIG20230000412857,8,아이티윌,101,808,2024-09-26,2025-02-26,DB엔지니어링,20010204," 7,657,410 ",30,30,28,93%,95.6,서울 강남구,서울특별시 강남구 테헤란로 124 (역삼동 삼원타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412857&tracseTme=8&trainstCstmrId=500020051277&crseTracseSe=C0061,,,"214,407,480","183,777,840","229,722,300",0,0,0,"115,756,172","68,021,668",0
AIG202300004128564,클라우드 가상화 기반 자바(JAVA) 개발자 양성과정,AIG20230000412856,4,아이티윌,121,968,2024-09-27,2025-04-02,응용SW엔지니어링,20010202," 9,173,730 ",30,10,9,90%,84.9,서울 강남구,서울특별시 강남구 테헤란로 124 (역삼동 삼원타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412856&tracseTme=4&trainstCstmrId=500020051277&crseTracseSe=C0061,,,"82,563,570","73,389,840","91,737,300",0,0,0,"37,475,663","35,914,177",0
AIG202300004556752,AI 머신비전 융합 인재 양성 과정,AIG20230000455675,2,사단법인중소기업기술혁신협회충북지회,84,544,2024-09-30,2025-02-07,인공지능서비스구현,20010705," 5,155,480 ",20,13,10,77%,69.9,충북 청주시 청원구,충청북도 청주시 청원구 중심상업2로 48,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455675&tracseTme=2&trainstCstmrId=500042687340&crseTracseSe=C0061,,,"51,554,800","53,616,992","67,021,240",0,0,0,"38,063,971","15,553,021",0
AIG202400004593972,심화_생성형 Ai를 활용한 인공지능개발자 부트캠프,AIG20240000459397,2,애드인에듀 아카데미 구로가산센터,44,349,2024-09-30,2024-11-28,응용SW엔지니어링,20010202," 5,097,490 ",25,0,0,#DIV/0!,96,서울 금천구,서울특별시 금천구 가산디지털2로 108 (가산동 뉴티캐슬),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459397&tracseTme=2&trainstCstmrId=500039029321&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
