훈련과정ID,회차,3개월 취업인원,3개월 취업률,6개월 취업인원,6개월 취업률,수료인원
AIG20200000286658,2,0,0.0,7,63.6,15
AIG20200000313010,2,0,0.0,29,61.7,51
AIG20200000286661,2,0,0.0,7,58.3,14
AIG20200000286558,1,0,0.0,3,60.0,5
AIG20200000288894,2,0,0.0,3,50.0,8
AIG20200000286666,2,0,0.0,12,60.0,21
AIG20200000286666,3,0,0.0,8,50.0,19
AIG20200000288888,2,0,0.0,11,52.4,22
AIG20200000286689,2,0,0.0,10,62.5,17
AIG20200000286689,3,0,0.0,4,44.4,11
AIG20200000286675,2,0,0.0,11,73.3,16
AIG20200000286648,5,0,0.0,13,65.0,21
AIG20200000286660,5,0,0.0,15,83.3,21
AIG20200000286668,4,0,0.0,16,69.6,24
AIG20200000288889,2,0,0.0,13,54.2,24
AIG20200000288889,3,0,0.0,11,50.0,23
AIG20200000288890,2,0,0.0,7,58.3,14
AIG20210000320474,1,0,0.0,7,28.0,26
AIG20210000320882,1,0,0.0,8,30.8,26
AIG20210000320902,1,0,0.0,3,37.5,8
AIG20210000320927,1,0,0.0,9,64.3,18
AIG20210000320939,1,0,0.0,11,42.3,27
AIG20200000288892,9,0,0.0,2,18.2,16
AIG20210000314457,1,0,0.0,3,60.0,7
AIG20200000313547,7,0,0.0,3,50.0,8
AIG20210000314451,1,0,0.0,6,46.2,14
AIG20210000313694,1,0,0.0,0,0.0,1
AIG20210000314440,2,0,0.0,7,58.3,14
AIG20210000313691,1,0,0.0,2,25.0,8
AIG20210000313691,2,,B,,B,0
AIG20210000313700,1,,B,,B,0
AIG20210000328612,2,0,0.0,5,41.7,15
AIG20200000286649,2,,C,,C,0
AIG20210000320882,3,0,0.0,1,6.3,19
AIG20210000320939,3,0,0.0,2,16.7,12
AIG20200000286647,5,0,0.0,4,26.7,17
AIG20210000313595,2,0,0.0,17,81.0,23
AIG20210000314418,2,0,0.0,10,90.9,11
AIG20210000313656,2,0,0.0,1,9.1,12
AIG20210000328992,5,0,0.0,1,33.3,3
AIG20220000366682,2,0,0.0,9,52.9,21
AIG20220000366880,2,0,0.0,9,47.4,20
AIG20210000328873,6,0,0.0,0,0.0,16
AIG20210000314414,2,0,0.0,0,0.0,2
AIG20210000329030,11,0,0.0,2,14.3,16
AIG20220000366761,1,0,0.0,9,52.9,22
AIG20210000314466,21,0,0.0,0,0.0,9
AIG20210000314466,22,0,0.0,4,44.4,10
AIG20200000313528,38,0,0.0,3,18.8,18
AIG20220000409270,3,0,0.0,2,12.5,16
AIG20200000313547,23,0,0.0,1,11.1,11
AIG20220000409240,1,0,0.0,6,37.5,17
AIG20220000409409,1,,C,,C,0
AIG20200000313409,4,0,0.0,0,0.0,15
AIG20210000314472,20,0,0.0,0,0.0,9
AIG20220000409387,1,,C,,C,0
AIG20220000366774,2,,C,,C,0
AIG20210000328611,1,,C,,C,0
AIG20210000313664,4,0,0.0,0,0.0,4
AIG20220000409224,1,0,0.0,1,25.0,6
AIG20210000329032,14,0,0.0,5,31.3,20
AIG20210000329032,17,0,0.0,1,7.1,20
AIG20210000329032,19,0,0.0,4,36.4,18
AIG20210000329032,20,0,0.0,3,17.6,20
AIG20210000329032,26,0,0.0,5,38.5,18
AIG20210000329032,28,0,0.0,1,9.1,16
AIG20210000329032,30,0,0.0,4,23.5,19
AIG20210000328824,2,,C,,C,0
AIG20210000328824,3,,C,,C,0
AIG20220000366801,2,0,0.0,1,16.7,7
AIG20200000286649,3,,C,,C,0
AIG20220000409297,1,0,0.0,1,33.3,3
AIG20220000412360,1,,B,,B,20
AIG20220000412361,1,,B,,B,20
AIG20210000329033,64,0,0.0,3,17.6,17
AIG20220000366909,2,,C,,C,0
AIG20220000409305,2,0,0.0,5,50.0,12
AIG20200000286689,12,0,0.0,3,17.6,20
AIG20200000286598,8,0,0.0,0,0.0,12
AIG20210000328557,9,0,0.0,3,21.4,15
AIG20210000314424,6,0,0.0,3,50.0,8
AIG20220000409220,1,0,0.0,0,0.0,5
AIG20210000320882,5,0,0.0,0,0.0,25
AIG20210000320939,5,0,0.0,2,40.0,15
AIG20210000313652,8,0,0.0,5,41.7,13
AIG20220000366854,13,0,0.0,4,23.5,20
AIG20200000286570,7,0,0.0,3,37.5,9
AIG20220000412364,1,0,0.0,0,0.0,17
AIG20220000412364,3,0,0.0,3,17.6,20
AIG20220000366826,3,0,0.0,4,30.8,16
AIG20210000313656,3,,D,,D,0
AIG20220000366909,4,,C,,C,0
AIG20220000409445,3,,C,,C,0
AIG20220000366757,1,0,0.0,1,16.7,7
AIG20210000328927,2,0,0.0,2,25.0,9
AIG20220000412360,2,,D,,D,25
AIG20220000412361,2,,B,,B,23
AIG20210000313657,4,0,0.0,2,50.0,5
AIG20230000412578,1,0,0.0,1,16.7,6
AIG20200000286692,10,0,0.0,2,25.0,8
AIG20200000286642,4,0,0.0,2,22.2,11
AIG20220000409358,1,,C,,C,0
AIG20220000409396,1,,C,,C,0
AIG20200000286683,5,0,0.0,3,37.5,9
AIG20210000329032,36,0,0.0,7,58.3,20
AIG20210000329032,42,0,0.0,5,35.7,18
AIG20210000314454,4,,C,,C,0
AIG20210000328612,8,0,0.0,4,50.0,11
AIG20220000366743,5,0,0.0,4,26.7,16
AIG20200000286611,9,0,0.0,0,0.0,10
AIG20210000329033,74,0,0.0,2,9.1,22
AIG20210000329033,96,0,0.0,4,23.5,17
AIG20230000412817,1,0,0.0,1,11.1,11
AIG20200000286689,15,0,0.0,5,45.5,12
AIG20210000328968,5,0,0.0,4,50.0,8
AIG20220000366918,8,0,0.0,3,23.1,16
AIG20230000412816,2,0,0.0,1,14.3,7
AIG20230000412830,1,0,0.0,2,28.6,7
AIG20220000366987,3,0,0.0,2,25.0,11
AIG20230000412863,1,0,0.0,3,37.5,9
AIG20230000455498,1,0,0.0,1,12.5,9
AIG20220000409333,2,0,0.0,5,55.6,10
AIG20220000366768,2,0,0.0,0,0.0,2
AIG20210000314480,7,0,0.0,4,16.7,26
AIG20230000412815,5,,C,,C,0
AIG20230000455437,1,0,0.0,3,42.9,8
AIG20210000314466,31,0,0.0,2,16.7,15
AIG20210000314421,8,0,0.0,2,33.3,6
AIG20220000409385,4,,B,,B,9
AIG20200000286683,6,0,0.0,3,42.9,7
AIG20210000328873,14,0,0.0,1,20.0,6
AIG20220000409215,5,0,0.0,2,22.2,9
AIG20230000412904,4,,C,,C,0
AIG20200000313528,55,0,0.0,1,7.1,16
AIG20210000314466,32,0,0.0,7,41.2,23
AIG20230000412840,1,,B,,B,0
AIG20210000328839,16,0,0.0,0,0.0,4
AIG20230000455540,1,0,0.0,2,18.2,11
AIG20210000313628,2,,C,,C,0
AIG20210000313694,4,0,0.0,0,0.0,1
AIG20200000286563,4,0,0.0,4,40.0,10
AIG20220000366793,3,,C,,C,0
AIG20210000328873,16,0,0.0,2,50.0,5
AIG20230000412670,6,0,0.0,3,27.3,13
AIG20230000455632,1,0,0.0,0,0.0,8
AIG20230000412892,2,0,0.0,5,45.5,28
AIG20230000455784,13,,C,,C,0
AIG20230000455784,6,,C,,C,0
AIG20230000455784,10,0,0.0,2,22.2,10
AIG20230000412689,1,,C,,C,0
AIG20200000286562,8,,C,,C,0
AIG20230000412579,9,,D,,D,11
AIG20230000412817,2,0,0.0,0,0.0,7
AIG20210000329032,49,0,0.0,6,60.0,21
AIG20210000329032,50,0,0.0,2,33.3,20
AIG20210000329032,57,0,0.0,4,30.8,22
AIG20220000366909,5,,C,,C,0
AIG20230000412568,1,0,0.0,4,50.0,9
AIG20210000314421,10,0,0.0,0,0.0,3
AIG20230000412770,5,0,0.0,1,25.0,7
AIG20230000412744,2,0,0.0,3,50.0,8
AIG20200000286525,13,0,0.0,1,14.3,8
AIG20230000455658,1,0,0.0,2,25.0,8
AIG20210000329033,113,0,0.0,0,0.0,14
AIG20230000412790,2,0,0.0,2,28.6,8
AIG20220000409420,6,,C,,C,0
AIG20230000412770,6,0,0.0,1,16.7,6
AIG20210000328971,16,0,0.0,1,6.3,17
AIG20230000455599,2,0,0.0,0,0.0,10
AIG20220000409422,2,0,0.0,2,50.0,4
AIG20220000366682,6,0,0.0,6,27.3,30
AIG20230000455591,2,0,0.0,1,7.1,16
AIG20220000409413,6,0,0.0,1,9.1,14
AIG20230000455588,2,0,0.0,1,14.3,7
AIG20220000366896,15,0,0.0,1,14.3,10
AIG20210000328598,5,,C,,C,0
AIG20230000412895,10,0,0.0,2,25.0,9
AIG20230000455666,2,0,0.0,0,0.0,6
AIG20240000459022,4,0,0.0,2,13.3,16
AIG20240000459068,1,0,0.0,7,38.9,20
AIG20220000409222,8,0,0.0,2,15.4,14
AIG20200000286660,24,0,0.0,9,75.0,15
AIG20240000459046,1,0,0.0,2,22.2,12
AIG20220000366787,13,0,0.0,1,14.3,8
AIG20220000366913,9,0,0.0,1,12.5,8
AIG20230000412863,4,0,0.0,6,40.0,16
AIG20230000455751,2,,B,,B,0
AIG20230000412712,6,0,0.0,2,25.0,8
AIG20220000366893,13,0,0.0,4,57.1,7
AIG20220000366797,9,0,0.0,2,33.3,7
AIG20220000366677,3,0,0.0,5,71.4,9
AIG20210000365837,10,0,0.0,0,0.0,10
AIG20240000459185,1,0,0.0,1,25.0,8
AIG20230000412600,3,,C,,C,0
AIG20240000459227,1,0,0.0,4,50.0,10
AIG20230000455784,16,,C,,C,0
AIG20230000455784,19,,C,,C,0
AIG20230000455784,21,,C,,C,0
AIG20240000459434,2,0,0.0,4,57.1,20
AIG20240000459009,1,0,0.0,1,20.0,11
AIG20220000366692,6,0,0.0,4,25.0,19
AIG20210000329032,60,0,0.0,0,0.0,14
AIG20210000329032,61,0,0.0,1,100.0,16
AIG20210000329032,65,0,0.0,1,25.0,17
AIG20210000329032,66,0,0.0,1,33.3,16
AIG20210000329032,67,0,0.0,0,0.0,15
AIG20210000329032,68,0,0.0,0,0.0,16
AIG20210000329032,69,0,0.0,,D,17
AIG20210000329032,70,0,0.0,1,50.0,17
AIG20210000329032,71,0,0.0,1,33.3,15
AIG20210000329032,73,0,0.0,0,0.0,14
AIG20210000329032,75,0,0.0,1,50.0,16
AIG20210000329032,77,0,0.0,0,0.0,16
AIG20220000412364,9,,C,,C,0
AIG20240000459038,2,0,0.0,0,0.0,2
AIG20220000366834,2,,C,,C,0
AIG20230000412766,9,,C,,C,0
AIG20230000412770,8,,C,,C,0
AIG20230000412795,7,0,0.0,2,25.0,9
AIG20240000459368,1,,B,,B,17
AIG20240000459370,1,,B,,B,25
AIG20210000328686,11,0,0.0,4,26.7,18
AIG20240000459021,1,0,0.0,2,28.6,7
AIG20240000459408,1,,B,,B,33
AIG20240000459412,1,,B,,B,21
AIG20220000409326,27,0,0.0,2,11.1,21
AIG20220000366743,10,,C,,C,0
AIG20230000412817,3,0,0.0,0,0.0,5
AIG20230000455766,6,,C,,C,0
AIG20240000459082,1,0,0.0,1,25.0,6
AIG20220000366913,10,0,0.0,2,22.2,9
AIG20230000455585,3,0,0.0,2,28.6,8
AIG20230000412755,7,0,0.0,5,71.4,9
AIG20230000412842,3,0,0.0,4,33.3,12
AIG20210000328555,7,,C,,C,0
AIG20240000459085,2,0,0.0,0,0.0,1
AIG20230000412698,5,0,0.0,2,40.0,5
AIG20240000459317,1,0,0.0,1,20.0,5
AIG20230000412765,6,0,0.0,2,40.0,6
AIG20230000412770,10,,C,,C,0
AIG20230000455591,3,0,0.0,1,14.3,9
AIG20230000455617,1,,C,,C,0
AIG20210000328860,26,0,0.0,3,50.0,9
AIG20210000328555,8,,C,,C,0
AIG20230000412816,7,0,0.0,2,40.0,6
AIG20240000459237,1,0,0.0,3,42.9,10
AIG20240000459400,2,,C,,C,0
AIG20220000366893,14,0,0.0,1,16.7,6
AIG20240000459422,10,0,0.0,1,20.0,7
AIG20240000459320,1,0,0.0,1,11.1,9
AIG20230000412649,3,,C,,C,0
AIG20230000455610,2,0,0.0,1,25.0,4
AIG20240000459408,2,,B,,B,32
AIG20240000459412,2,,B,,B,18
AIG20240000459232,1,0,0.0,0,0.0,3
AIG20240000459046,3,0,0.0,1,33.3,6
AIG20240000459046,4,,D,,D,1
AIG20230000412689,2,,C,,C,0
AIG20220000409285,8,,C,,C,0
AIG20230000412856,4,0,0.0,2,25.0,9
AIG20240000459397,2,,C,,C,0
AIG20240000459041,2,0,0.0,5,83.3,7
AIG20240000459287,1,0,0.0,1,50.0,4
AIG20230000412649,4,,C,,C,0
AIG20230000412780,2,,C,,C,0
AIG20220000409285,9,,C,,C,0
AIG20240000459290,1,,B,,B,29
AIG20230000455581,4,0,0.0,5,29.4,20
AIG20230000412649,5,,C,,C,0
AIG20230000412897,15,,C,,C,0
AIG20230000455578,3,0,0.0,0,0.0,7
AIG20240000459173,1,,B,,B,16
AIG20240000459347,1,0,0.0,2,50.0,5
AIG20240000459290,2,,D,,D,30
AIG20240000459386,1,0,0.0,4,36.4,11
AIG20230000412649,6,,C,,C,0
AIG20210000328828,10,0,0.0,1,11.1,12
AIG20230000412607,4,0,0.0,2,50.0,6
AIG20220000409285,10,,C,,C,0
AIG20240000459234,1,0,0.0,3,30.0,11
AIG20220000366759,2,,C,,C,0
AIG20220000409305,8,,C,,C,0
AIG20240000459064,1,0,0.0,8,66.7,13
AIG20240000459198,3,0,0.0,2,25.0,9
AIG20230000412757,6,0,0.0,2,100.0,4
AIG20240000459153,5,0,0.0,0,0.0,5
AIG20240000459358,2,,C,,C,0
AIG20230000455640,7,0,0.0,1,11.1,9
AIG20240000459356,2,,C,,C,0
AIG20230000412866,9,0,0.0,2,66.7,3
AIG20220000366759,3,,C,,C,0
AIG20220000409305,9,,C,,C,0
AIG20240000459292,3,0,0.0,3,33.3,10
